Unnamed: 0,precision,recall,f1-score,support
Father Youhanna Habib Baysari,0.9559 (0.0355),0.8041 (0.1541),0.8618 (0.0872),23.0
Mkhayel Daher,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),24.0
Father Youssef Hanna & Father Botros Hasan,0.1728 (0.2444),0.2029 (0.2869),0.1867 (0.2640),23.0
Father Botros Hasan,0.4107 (0.0352),0.9306 (0.0708),0.5686 (0.0382),19.0
Father Youssef Hajj,0.1333 (0.1886),0.0635 (0.0898),0.0860 (0.1217),21.0
Father Mkhayel Zreiby,0.4201 (0.2350),0.7664 (0.2169),0.5288 (0.2415),39.0
Father Mikhael Hanna,0.2576 (0.3643),0.1717 (0.2428),0.2061 (0.2914),33.0
Jean Philipp Kmeid,0.9844 (0.0149),0.9909 (0.0128),0.9875 (0.0088),27.0
Michel Saykali,0.6839 (0.0707),1.0000 (0.0000),0.8102 (0.0493),14.0
Hanna Ghayth (Juan Gait),0.5687 (0.1679),1.0000 (0.0000),0.7111 (0.1308),13.0
Yousef Hobeiche,0.6179 (0.2510),0.9832 (0.0237),0.7273 (0.1711),17.0
Angele Ellis,0.5881 (0.4160),0.4568 (0.3262),0.5130 (0.3636),27.0
Khalil Yossuf Nader Raad,0.5944 (0.1021),1.0000 (0.0000),0.7402 (0.0845),22.0
Mansour Eid,0.9332 (0.0796),0.7990 (0.2256),0.8347 (0.1341),93.0
Mkhayel Meneem,0.9722 (0.0393),0.8800 (0.0327),0.9231 (0.0257),25.0
Constantine Elias,0.5917 (0.1914),0.7304 (0.3405),0.5939 (0.2245),17.0
Maurice Gemayel,0.8810 (0.1684),0.6414 (0.2608),0.6859 (0.1976),11.0
Murshid Habashi,0.6519 (0.1829),0.8811 (0.0598),0.7412 (0.1420),26.0
Michel Kahwaji,0.5812 (0.1930),0.9574 (0.0602),0.6982 (0.1167),141.0
Mayor of Kfarshima,0.2961 (0.1606),0.5360 (0.3828),0.3716 (0.2214),33.0
Sohayl Tohmeh,0.8865 (0.0697),0.9158 (0.0984),0.9004 (0.0824),36.0
Shukri Kanaan,0.6215 (0.2796),0.4141 (0.1428),0.4259 (0.0722),33.0
Emily Nasrallah,0.9722 (0.0393),1.0000 (0.0000),0.9855 (0.0205),11.0
Joseph Oussani,0.8763 (0.1275),0.9792 (0.0175),0.9186 (0.0687),153.0
Father Boulos El-Mender,0.5246 (0.3216),0.4716 (0.3551),0.4611 (0.2893),20.0
Salah Tizani,0.9032 (0.0966),0.9989 (0.0016),0.9458 (0.0546),297.0
Father Elias Bassil,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),17.0
Father Tobia al-Issa,0.2667 (0.3771),0.1111 (0.1571),0.1569 (0.2218),13.0
Assad Darouich Zacharias,0.4119 (0.0985),0.6933 (0.3271),0.5060 (0.1782),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.4007 (0.2641),0.6774 (0.4562),0.4882 (0.3301),31.0
Toufic El Bacha,0.5044 (0.1633),0.9833 (0.0236),0.6524 (0.1536),40.0
Catherine Yazbek Al-Badawi,0.2444 (0.3457),0.2157 (0.3050),0.2292 (0.3241),17.0
Youssef Fadlallah Salemeh,0.7344 (0.2597),0.6824 (0.1872),0.6408 (0.1071),60.0
Bishop Youssef Darian,0.5229 (0.3703),0.5912 (0.4281),0.5537 (0.3950),53.0
Youssef Hanna El-Sawda,0.7155 (0.1905),0.9441 (0.0482),0.7939 (0.1070),21.0
accuracy,0.7380 (0.0161),0.7380 (0.0161),0.7380 (0.0161),0.7602102709260008
macro avg,0.5759 (0.0623),0.6383 (0.0486),0.5720 (0.0645),2473.0
weighted avg,0.7327 (0.0200),0.7380 (0.0161),0.7117 (0.0212),2473.0
