Unnamed: 0,precision,recall,f1-score,support
Mkhayel Daher,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),24.0
Father Youssef Hanna & Father Botros Hasan,0.3241 (0.4008),0.1304 (0.1547),0.1857 (0.2235),23.0
Father Botros Hasan,0.4413 (0.0721),0.7390 (0.1396),0.5448 (0.0769),19.0
Father Youssef Hajj,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Father Mkhayel Zreiby,0.4339 (0.2382),0.6538 (0.3003),0.5072 (0.2493),39.0
Father Mikhael Hanna,0.2037 (0.2881),0.1111 (0.1571),0.1438 (0.2034),33.0
Jean Philipp Kmeid,0.8897 (0.1518),0.9656 (0.0487),0.9163 (0.0814),27.0
Michel Saykali,0.6310 (0.1995),1.0000 (0.0000),0.7550 (0.1541),14.0
Hanna Ghayth (Juan Gait),0.5985 (0.1207),1.0000 (0.0000),0.7417 (0.0948),13.0
Yousef Hobeiche,0.6049 (0.1965),0.9760 (0.0339),0.7240 (0.1493),17.0
Angele Ellis,0.4270 (0.3197),0.3951 (0.3331),0.3762 (0.2711),27.0
Khalil Yossuf Nader Raad,0.4021 (0.1008),0.9663 (0.0242),0.5621 (0.1023),22.0
Mansour Eid,0.5757 (0.0708),0.8710 (0.1825),0.6747 (0.0401),93.0
Mkhayel Meneem,0.8736 (0.0712),0.8933 (0.0499),0.8824 (0.0559),25.0
Constantine Elias,0.6304 (0.1687),0.9833 (0.0236),0.7526 (0.1338),17.0
Maurice Gemayel,0.7143 (0.2333),0.3207 (0.0679),0.4294 (0.0788),11.0
Murshid Habashi,0.7463 (0.2546),0.9394 (0.0567),0.8117 (0.1956),26.0
Michel Kahwaji,0.7030 (0.2363),0.9125 (0.1237),0.7544 (0.1555),141.0
Mayor of Kfarshima,0.4127 (0.1067),0.5994 (0.2868),0.4753 (0.1481),33.0
Sohayl Tohmeh,0.8533 (0.0114),0.9428 (0.0454),0.8952 (0.0201),36.0
Shukri Kanaan,0.5690 (0.3274),0.4545 (0.1964),0.4865 (0.2155),33.0
Emily Nasrallah,0.8833 (0.1114),1.0000 (0.0000),0.9342 (0.0648),11.0
Joseph Oussani,0.9922 (0.0070),0.9928 (0.0054),0.9925 (0.0055),153.0
Father Boulos El-Mender,0.5662 (0.1530),0.3851 (0.0629),0.4534 (0.0803),20.0
Salah Tizani,0.9496 (0.0287),0.9965 (0.0029),0.9723 (0.0141),297.0
Father Elias Bassil,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),17.0
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.1795 (0.1307),0.1584 (0.1120),0.1673 (0.1190),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.3357 (0.2093),0.6625 (0.4240),0.4444 (0.2799),31.0
Toufic El Bacha,0.5949 (0.1550),1.0000 (0.0000),0.7332 (0.1317),40.0
Catherine Yazbek Al-Badawi,0.3333 (0.4714),0.2549 (0.3605),0.2889 (0.4086),17.0
Youssef Fadlallah Salemeh,0.5615 (0.2406),0.9565 (0.0521),0.6672 (0.2128),60.0
Bishop Youssef Darian,0.6057 (0.4317),0.5590 (0.4041),0.5759 (0.4077),53.0
Youssef Hanna El-Sawda,0.6107 (0.2130),0.9303 (0.0495),0.7121 (0.1349),21.0
accuracy,0.7237 (0.0156),0.7237 (0.0156),0.7237 (0.0156),0.7456530529720987
macro avg,0.5789 (0.0364),0.6235 (0.0275),0.5633 (0.0418),2473.0
weighted avg,0.7312 (0.0122),0.7237 (0.0156),0.7020 (0.0181),2473.0
