Unnamed: 0,precision,recall,f1-score,support
Emily Nasrallah,0.8333 (0.2357),1.0000 (0.0000),0.8889 (0.1571),11.0
Joseph Oussani,0.9890 (0.0156),0.9956 (0.0062),0.9922 (0.0069),153.0
Father Boulos El-Mender,0.5904 (0.2150),0.4626 (0.1679),0.4762 (0.0748),20.0
Salah Tizani,0.9595 (0.0363),0.9989 (0.0016),0.9784 (0.0186),297.0
Father Elias Bassil,0.2778 (0.3928),0.0980 (0.1386),0.1449 (0.2050),17.0
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.1049 (0.1484),0.3333 (0.4714),0.1596 (0.2257),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.3237 (0.2172),0.6655 (0.4480),0.4289 (0.2873),31.0
Toufic El Bacha,0.6163 (0.1693),1.0000 (0.0000),0.7481 (0.1391),40.0
Catherine Yazbek Al-Badawi,0.3333 (0.4714),0.3137 (0.4437),0.3232 (0.4571),17.0
Youssef Fadlallah Salemeh,0.6001 (0.2467),0.9282 (0.0549),0.6882 (0.1990),60.0
Bishop Youssef Darian,0.5300 (0.3788),0.5905 (0.4200),0.5556 (0.3930),53.0
Youssef Hanna El-Sawda,0.6273 (0.2657),0.9246 (0.0543),0.7090 (0.1648),21.0
accuracy,0.7293 (0.0289),0.7293 (0.0289),0.7293 (0.0289),0.7622321067529316
macro avg,0.5788 (0.0256),0.6388 (0.0196),0.5719 (0.0332),2473.0
weighted avg,0.7330 (0.0208),0.7293 (0.0289),0.7056 (0.0276),2473.0
