Unnamed: 0,precision,recall,f1-score,support
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.4444 (0.4157),0.0933 (0.1050),0.1187 (0.1177),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.2605 (0.1732),0.6142 (0.4143),0.3657 (0.2444),31.0
Toufic El Bacha,0.6295 (0.2692),0.4216 (0.2560),0.4130 (0.1511),40.0
Catherine Yazbek Al-Badawi,0.1250 (0.1768),0.0588 (0.0832),0.0800 (0.1131),17.0
Youssef Fadlallah Salemeh,0.6060 (0.3114),0.2415 (0.0133),0.3196 (0.0870),60.0
Bishop Youssef Darian,0.4363 (0.3501),0.3122 (0.3645),0.2611 (0.2420),53.0
Youssef Hanna El-Sawda,0.4773 (0.2484),0.7199 (0.1320),0.5198 (0.1268),21.0
accuracy,0.4930 (0.0159),0.4930 (0.0159),0.4930 (0.0159),0.5155681358673676
macro avg,0.3325 (0.0476),0.3752 (0.0407),0.2973 (0.0414),2473.0
weighted avg,0.5300 (0.0297),0.4930 (0.0159),0.4590 (0.0183),2473.0
