Unnamed: 0,precision,recall,f1-score,support
Elias Sarkis,0.8276 (0.2438),0.9280 (0.0528),0.8582 (0.1680),20.0
Fouad Chehab,0.9841 (0.0224),0.9806 (0.0204),0.9824 (0.0213),11.0
Hanna Moussa,0.9204 (0.0521),0.9945 (0.0078),0.9550 (0.0239),25.0
Habib Massoud,0.4505 (0.1531),0.6765 (0.4575),0.4580 (0.3077),26.0
Zaghloul,0.9458 (0.0438),0.9884 (0.0163),0.9657 (0.0164),25.0
Father Youhanna Habib Baysari,0.9444 (0.0520),0.8618 (0.1386),0.8922 (0.0713),23.0
Mkhayel Daher,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),24.0
Father Youssef Hanna & Father Botros Hasan,0.1667 (0.2357),0.2174 (0.3074),0.1887 (0.2668),23.0
Father Botros Hasan,0.5343 (0.1779),0.8194 (0.1375),0.6177 (0.1099),19.0
Father Youssef Hajj,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Father Mkhayel Zreiby,0.3651 (0.1981),0.7336 (0.3012),0.4737 (0.2223),39.0
Father Mikhael Hanna,0.2807 (0.3970),0.1616 (0.2286),0.2051 (0.2901),33.0
Jean Philipp Kmeid,0.9910 (0.0127),0.9946 (0.0077),0.9928 (0.0102),27.0
Michel Saykali,0.7828 (0.1848),1.0000 (0.0000),0.8657 (0.1202),14.0
Hanna Ghayth (Juan Gait),0.6291 (0.1813),0.9639 (0.0275),0.7469 (0.1240),13.0
Yousef Hobeiche,0.6087 (0.2572),0.9736 (0.0373),0.7129 (0.1763),17.0
Angele Ellis,0.4156 (0.3341),0.1481 (0.1386),0.2167 (0.1955),27.0
Khalil Yossuf Nader Raad,0.6035 (0.0770),1.0000 (0.0000),0.7499 (0.0585),22.0
Mansour Eid,0.7757 (0.1714),0.8314 (0.2085),0.7586 (0.0743),93.0
Mkhayel Meneem,0.9183 (0.0578),0.8933 (0.0499),0.9056 (0.0532),25.0
Constantine Elias,0.5969 (0.1918),0.7833 (0.3064),0.6197 (0.1961),17.0
Maurice Gemayel,0.4603 (0.3261),0.5808 (0.4119),0.5136 (0.3640),11.0
Murshid Habashi,0.6863 (0.1078),0.8788 (0.0934),0.7698 (0.1019),26.0
Michel Kahwaji,0.6172 (0.2043),0.9173 (0.1170),0.7022 (0.1288),141.0
Mayor of Kfarshima,0.3088 (0.0904),0.5164 (0.3631),0.3645 (0.1676),33.0
Sohayl Tohmeh,0.9051 (0.0892),0.9259 (0.1048),0.9062 (0.0406),36.0
Shukri Kanaan,0.3002 (0.2132),0.3939 (0.2788),0.3402 (0.2407),33.0
Emily Nasrallah,0.9722 (0.0393),1.0000 (0.0000),0.9855 (0.0205),11.0
Joseph Oussani,0.8520 (0.1640),0.9551 (0.0590),0.8874 (0.0870),153.0
Father Boulos El-Mender,0.4262 (0.3676),0.3014 (0.1889),0.3466 (0.2572),20.0
Salah Tizani,0.9898 (0.0122),0.9977 (0.0016),0.9937 (0.0067),297.0
Father Elias Bassil,0.1111 (0.1571),0.0556 (0.0786),0.0741 (0.1048),17.0
Father Tobia al-Issa,0.1667 (0.2357),0.0278 (0.0393),0.0476 (0.0673),13.0
Assad Darouich Zacharias,0.5415 (0.1394),0.6337 (0.2198),0.5487 (0.0751),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.3099 (0.1930),0.6646 (0.4474),0.4127 (0.2732),31.0
Toufic El Bacha,0.5676 (0.1575),1.0000 (0.0000),0.7101 (0.1395),40.0
Catherine Yazbek Al-Badawi,0.2807 (0.3970),0.3137 (0.4437),0.2963 (0.4190),17.0
Youssef Fadlallah Salemeh,0.6346 (0.2131),0.8698 (0.1123),0.6955 (0.1423),60.0
Bishop Youssef Darian,0.5354 (0.3786),0.6289 (0.4471),0.5780 (0.4093),53.0
Youssef Hanna El-Sawda,0.7401 (0.1921),0.9078 (0.0723),0.7919 (0.0934),21.0
accuracy,0.7230 (0.0320),0.7230 (0.0320),0.7230 (0.0320),0.7658714112414072
macro avg,0.5611 (0.0941),0.6170 (0.0758),0.5534 (0.0914),2473.0
weighted avg,0.7178 (0.0364),0.7230 (0.0320),0.6981 (0.0374),2473.0
