seed,writer,pages_total,lines_total,pages_train,pages_val,pages_test,lines_train,lines_val,lines_test,min_lines_page,max_lines_page,splittable_3_way,has_val,has_test
42,Salah Tizani,48,875,46,1,1,840,15,20,15,22,True,True,True
42,Father Elias Bassil,3,50,1,1,1,21,12,17,12,21,True,True,True
42,Yahia Mansour & Asaad Koury,1,15,1,0,0,15,0,0,15,15,False,False,False
42,Father Tobia al-Issa,3,37,1,1,1,12,12,13,12,13,True,True,True
42,Assad Darouich Zacharias,5,94,3,1,1,59,17,18,17,25,True,True,True
42,Asaad Koury Tobia Attallah,3,42,1,1,1,10,20,12,10,20,True,True,True
42,Krouger Tobia Attallah,14,401,4,5,5,115,142,144,25,32,True,True,True
42,Nadim Attallah,1,26,1,0,0,26,0,0,26,26,False,False,False
42,Toufic El Bacha,6,118,4,1,1,77,20,21,17,22,True,True,True
42,Rahma Raad,1,14,1,0,0,14,0,0,14,14,False,False,False
42,Youssef Abdullah Maroun,2,30,1,1,0,15,15,0,15,15,False,True,False
42,Youssef Moussa Sadaqa,1,16,1,0,0,16,0,0,16,16,False,False,False
42,Catherine Yazbek Al-Badawi,4,67,2,1,1,34,15,18,15,18,True,True,True
42,Nehme Elias Mikhail,1,12,1,0,0,12,0,0,12,12,False,False,False
42,Assad Al-Khoury,1,20,1,0,0,20,0,0,20,20,False,False,False
42,Tanios Zakhia Elias Basil,1,14,1,0,0,14,0,0,14,14,False,False,False
42,Bishara Mar'i Mansour,2,42,1,1,0,21,21,0,21,21,False,True,False
42,Francis Lahoud,1,20,1,0,0,20,0,0,20,20,False,False,False
42,K. John,1,15,1,0,0,15,0,0,15,15,False,False,False
42,Brother Ibrahim,1,15,1,0,0,15,0,0,15,15,False,False,False
42,Youssef Fadlallah Salemeh,12,199,10,1,1,165,17,17,12,20,True,True,True
42,Nehad,2,18,1,0,1,6,0,12,6,12,False,False,True
42,Lebanese immigrants,2,35,1,0,1,13,0,22,13,22,False,False,True
42,Dani Al-Sibaqa,1,24,1,0,0,24,0,0,24,24,False,False,False
42,Abdo Fares,1,17,1,0,0,17,0,0,17,17,False,False,False
42,Jamil Youssef Noah,2,28,1,0,1,9,0,19,9,19,False,False,True
42,Elias Karbaj,2,32,1,0,1,16,0,16,16,16,False,False,True
42,Jarhas Hanna Al-Shabtini,1,17,1,0,0,17,0,0,17,17,False,False,False
42,Bishop Youssef Darian,9,163,7,1,1,126,22,15,14,22,True,True,True
42,Youssef Hanna El-Sawda,17,339,15,1,1,290,28,21,10,28,True,True,True
42,Sally Aad,1,23,1,0,0,23,0,0,23,23,False,False,False
42,Daud Barkaat,1,19,1,0,0,19,0,0,19,19,False,False,False
42,Talaat,2,30,1,1,0,13,17,0,13,17,False,True,False
42,Maurice Paul Sarrail,2,37,1,1,0,15,22,0,15,22,False,True,False
570,Malvina Choieree,1,20,1,0,0,20,0,0,20,20,False,False,False
570,Your nephew Maroun,4,68,1,2,1,20,35,13,13,20,True,True,True
570,Sister Victor N. Khoury,3,57,1,1,1,18,20,19,18,20,True,True,True
570,Maroun Al-Khoury Maroun,2,37,1,1,0,18,19,0,18,19,False,True,False
570,Father Youssef Nassar,1,16,1,0,0,16,0,0,16,16,False,False,False
570,Shibli Barakat witnesses,1,11,1,0,0,11,0,0,11,11,False,False,False
570,Mousssa Farhat Farah,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Nassar Tanios Al Samarani,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Keserwan Finance Officer,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Serhal Ounaissy,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Elias Abdallah,1,20,1,0,0,20,0,0,20,20,False,False,False
570,Your son George,11,135,9,1,1,111,11,13,7,15,True,True,True
570,Amin Farhat,3,66,1,1,1,21,25,20,20,25,True,True,True
570,Patriarch Elias Hoayek,4,68,2,1,1,34,12,22,12,22,True,True,True
570,Bishop Boulos Akl,3,47,1,1,1,18,13,16,13,18,True,True,True
570,Ameen Rihani,43,949,41,1,1,896,33,20,11,37,True,True,True
570,Shibli N. Damus,13,266,11,1,1,235,20,11,11,48,True,True,True
570,Naoum Mokarzel,3,58,1,1,1,18,20,20,18,20,True,True,True
570,Eissa alKhouri,6,127,1,2,3,19,40,68,18,25,True,True,True
570,Girgi Dimitri Sursock,8,100,2,3,3,29,37,34,7,15,True,True,True
570,Felix Faris,27,480,25,1,1,442,17,21,5,27,True,True,True
570,Muhammad Hussain Najafi,2,32,1,0,1,14,0,18,14,18,False,False,True
570,May Ziadeh,12,202,10,1,1,157,23,22,10,23,True,True,True
570,Victor Shemil,1,12,1,0,0,12,0,0,12,12,False,False,False
570,Ahmed Shakir alKarmi,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Elia Abu Madi,2,35,1,0,1,17,0,18,17,18,False,False,True
570,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,20,270,18,1,1,240,17,13,3,27,True,True,True
570,Mohammed Amin al-Husseini ,3,49,1,1,1,17,19,13,13,19,True,True,True
570,Prof. Ign. Kratchkovsky,6,89,4,1,1,63,13,13,9,21,True,True,True
570,Jirjis alKsus,2,26,1,1,0,13,13,0,13,13,False,True,False
570,Ibrahim Mejahid Al-Jaza'eri,3,62,1,1,1,12,25,25,12,25,True,True,True
570,Daoud Mujaes,4,76,2,1,1,37,18,21,18,21,True,True,True
570,Bechara El Khoury,6,107,4,1,1,67,16,24,8,26,True,True,True
570,Tawfiq,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Youssef Ibrahim Yazbek,3,72,1,1,1,20,24,28,20,28,True,True,True
570,Margaret El Haddad,2,40,1,1,0,14,26,0,14,26,False,True,False
570,Elias Abu Shabaki,8,132,6,1,1,95,19,18,13,19,True,True,True
570,Habib,1,18,1,0,0,18,0,0,18,18,False,False,False
570,Adham Al Jundi,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Abd al-Khaliq Farid,2,53,1,0,1,26,0,27,26,27,False,False,True
570,Elie Maroun Khalil,4,69,2,1,1,39,9,21,9,22,True,True,True
570,Habib Abi Rached,1,21,1,0,0,21,0,0,21,21,False,False,False
570,Aziz Khoury,3,47,1,1,1,21,12,14,12,21,True,True,True
570,Mary Khoury,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Ghnatyos Mbarak,5,95,3,1,1,63,17,15,15,26,True,True,True
570,Abdallah Sfeir,1,20,1,0,0,20,0,0,20,20,False,False,False
570,Youssef Nakad,1,22,1,0,0,22,0,0,22,22,False,False,False
570,Tanos Youssef Harfouche,1,20,1,0,0,20,0,0,20,20,False,False,False
570,JerJi Ass'ad Nader,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Habib Abdallah al-Khoury,1,22,1,0,0,22,0,0,22,22,False,False,False
570,Serhal Maroun 'Tiyyeh,1,21,1,0,0,21,0,0,21,21,False,False,False
570,Hanna Estphan,2,34,1,0,1,17,0,17,17,17,False,False,True
570,Slayman al-Farkh,1,18,1,0,0,18,0,0,18,18,False,False,False
570,Habib Boulos Nasr,1,20,1,0,0,20,0,0,20,20,False,False,False
570,Botros Feghaly,3,66,1,1,1,21,24,21,21,24,True,True,True
570,Toufiq Wehbeh,8,157,6,1,1,119,17,21,17,22,True,True,True
570,Maronite Bishop of Sidon,2,38,1,1,0,18,20,0,18,20,False,True,False
570,Halim Khoury Saadeh,2,44,1,0,1,21,0,23,21,23,False,False,True
570,Jebrayel Sa'd al 'Alam,1,19,1,0,0,19,0,0,19,19,False,False,False
570,Najib Ayoub,2,40,1,0,1,19,0,21,19,21,False,False,True
570,Youhanna Sfeir,2,35,1,0,1,16,0,19,16,19,False,False,True
570,Bishop Mkhayel Akhrass,5,93,3,1,1,53,19,21,14,22,True,True,True
570,George Saad,7,111,5,1,1,82,19,10,10,19,True,True,True
570,Bishop Youseef El Khazen,1,22,1,0,0,22,0,0,22,22,False,False,False
570,Father Elias Najm,2,53,1,1,0,23,30,0,23,30,False,True,False
570,Bishop Aghnathios Mbarak,9,163,7,1,1,123,21,19,15,23,True,True,True
570,Dr. Abdo Harb,1,22,1,0,0,22,0,0,22,22,False,False,False
570,Fathallah Khoury,4,73,2,1,1,39,14,20,14,22,True,True,True
570,Antonios Elias,1,19,1,0,0,19,0,0,19,19,False,False,False
570,Francis Hcheme,1,21,1,0,0,21,0,0,21,21,False,False,False
570,Antoine Richa,1,25,1,0,0,25,0,0,25,25,False,False,False
570,Botros El Kfouny,1,16,1,0,0,16,0,0,16,16,False,False,False
570,Salim Maalouf,1,16,1,0,0,16,0,0,16,16,False,False,False
570,Father Yaacoub Awad,1,19,1,0,0,19,0,0,19,19,False,False,False
570,Wadih Salim Karam,1,21,1,0,0,21,0,0,21,21,False,False,False
570,Father Youhanna El Khoury,2,32,1,0,1,15,0,17,15,17,False,False,True
570,Georges Jarjoura,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Father Jerjes El Alam,1,20,1,0,0,20,0,0,20,20,False,False,False
570,Father Botros Dib,1,25,1,0,0,25,0,0,25,25,False,False,False
570,Elias Sarkis,18,325,16,1,1,297,23,5,5,25,True,True,True
570,Fouad Chehab,21,264,19,1,1,242,11,11,6,21,True,True,True
570,Hanna Moussa,41,876,39,1,1,835,21,20,17,27,True,True,True
570,Zaghloul ad-Damour,1,19,1,0,0,19,0,0,19,19,False,False,False
570,Habib Massoud,5,100,1,3,1,14,60,26,14,26,True,True,True
570,Zaghloul,28,505,9,8,11,150,164,191,13,26,True,True,True
570,Father Youhanna Habib Baysari,9,198,2,4,3,54,78,66,13,28,True,True,True
570,Mkhayel Daher,3,73,1,1,1,24,24,25,24,25,True,True,True
570,Father Youssef Hanna,2,46,1,0,1,22,0,24,22,24,False,False,True
570,Father Youssef Iskandar,1,23,1,0,0,23,0,0,23,23,False,False,False
570,Adib Shiha,1,24,1,0,0,24,0,0,24,24,False,False,False
570,Father Youssef Hanna & Father Botros Hasan,3,63,1,1,1,23,22,18,18,23,True,True,True
570,Father Botros Hasan,6,128,4,1,1,89,20,19,19,24,True,True,True
570,Youssef Ibrahim,2,37,1,1,0,18,19,0,18,19,False,True,False
570,Father Youssef Hajj,3,63,1,1,1,21,22,20,20,22,True,True,True
570,Abdallah Daher,1,13,1,0,0,13,0,0,13,13,False,False,False
570,Mkhayel & Ibrahim Daher,2,36,1,0,1,16,0,20,16,20,False,False,True
570,Tannous Semaan,1,16,1,0,0,16,0,0,16,16,False,False,False
570,Father Mkhayel Zreiby,9,200,7,1,1,153,21,26,13,26,True,True,True
570,People of Rablah,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Father Boutros Chidiac,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Bishop Antoun Jbeir,1,21,1,0,0,21,0,0,21,21,False,False,False
570,Father Yousef,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Maronite children of Akkar district,1,12,1,0,0,12,0,0,12,12,False,False,False
570,Elias Asaf,2,53,1,1,0,26,27,0,26,27,False,True,False
570,Muhawwel Harouh,1,16,1,0,0,16,0,0,16,16,False,False,False
570,Father Mikhael Hanna,4,71,2,1,1,34,21,16,16,21,True,True,True
570,Warda El Khoury,1,18,1,0,0,18,0,0,18,18,False,False,False
570,Jean Philipp Kmeid,24,532,22,1,1,479,27,26,5,30,True,True,True
570,Jerji Nicola Khattar al-Chuayri,2,29,1,0,1,11,0,18,11,18,False,False,True
570,Abd al-Hajj,2,27,1,1,0,10,17,0,10,17,False,True,False
570,Michel Saykali,45,791,19,14,12,338,227,226,5,28,True,True,True
570,Hanna Ghayth (Juan Gait),68,934,66,1,1,906,13,15,9,16,True,True,True
570,Yousef Hobeiche,23,432,21,1,1,390,17,25,14,25,True,True,True
570,Angele Ellis,4,75,2,1,1,37,15,23,10,27,True,True,True
570,Yousef Hobeiche & Angele Ellis,1,12,1,0,0,12,0,0,12,12,False,False,False
570,Khalil Yossuf Nader Raad,22,453,20,1,1,413,22,18,5,32,True,True,True
570,Mansour Eid,12,271,10,1,1,228,20,23,18,29,True,True,True
570,Nassif Mansour,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Peter the Patriarch of Antioch,1,24,1,0,0,24,0,0,24,24,False,False,False
570,Youssef,1,21,1,0,0,21,0,0,21,21,False,False,False
570,Mkhayel Meneem,5,123,3,1,1,76,23,24,23,26,True,True,True
570,Constantine Elias,5,84,3,1,1,46,17,21,8,21,True,True,True
570,Maurice Gemayel,6,67,4,1,1,49,6,12,6,17,True,True,True
570,Murshid Habashi,4,96,2,1,1,48,26,22,22,26,True,True,True
570,Father Elias Abi Khair,1,26,1,0,0,26,0,0,26,26,False,False,False
570,Hassan Khalil,2,40,1,0,1,9,0,31,9,31,False,False,True
570,Michel Kahwaji,25,412,23,1,1,386,12,14,6,22,True,True,True
570,Mayor of Kfarshima,13,426,11,1,1,367,36,23,23,40,True,True,True
570,Sohayl Tohmeh,28,848,9,10,9,245,305,298,14,37,True,True,True
570,Shukri Kanaan,4,134,2,1,1,65,36,33,32,36,True,True,True
570,Emily Nasrallah,48,602,46,1,1,577,11,14,8,15,True,True,True
570,Thomas & John Oussani,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Brother of Joseph Oussani,1,28,1,0,0,28,0,0,28,28,False,False,False
570,Joseph Oussani,16,400,14,1,1,352,23,25,23,29,True,True,True
570,Shukri Kordahi,1,32,1,0,0,32,0,0,32,32,False,False,False
570,Negib Aboussouan,1,24,1,0,0,24,0,0,24,24,False,False,False
570,Toubia Hanna Rizk & Touma Chidiac,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Hanna Younes Abboud,1,20,1,0,0,20,0,0,20,20,False,False,False
570,Youssef Bey Al-Helou,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Father Elias,1,10,1,0,0,10,0,0,10,10,False,False,False
570,Magistrate of Batroun,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Jirjis Yuhanna Basil ,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Estephan Adib Salloum,2,53,1,1,0,24,29,0,24,29,False,True,False
570,Father Boulos El-Mender,10,171,8,1,1,137,17,17,12,23,True,True,True
570,Joseph,2,34,1,1,0,13,21,0,13,21,False,True,False
570,Salah Tizani,48,875,15,16,17,278,293,304,15,22,True,True,True
570,Father Elias Bassil,3,50,1,1,1,12,17,21,12,21,True,True,True
570,Yahia Mansour & Asaad Koury,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Father Tobia al-Issa,3,37,1,1,1,12,13,12,12,13,True,True,True
570,Assad Darouich Zacharias,5,94,3,1,1,52,25,17,17,25,True,True,True
570,Asaad Koury Tobia Attallah,3,42,1,1,1,12,10,20,10,20,True,True,True
570,Krouger Tobia Attallah,14,401,3,5,6,88,152,161,25,32,True,True,True
570,Nadim Attallah,1,26,1,0,0,26,0,0,26,26,False,False,False
570,Toufic El Bacha,6,118,4,1,1,83,17,18,17,22,True,True,True
570,Rahma Raad,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Youssef Abdullah Maroun,2,30,1,1,0,15,15,0,15,15,False,True,False
570,Youssef Moussa Sadaqa,1,16,1,0,0,16,0,0,16,16,False,False,False
570,Catherine Yazbek Al-Badawi,4,67,2,1,1,34,15,18,15,18,True,True,True
570,Nehme Elias Mikhail,1,12,1,0,0,12,0,0,12,12,False,False,False
570,Assad Al-Khoury,1,20,1,0,0,20,0,0,20,20,False,False,False
570,Tanios Zakhia Elias Basil,1,14,1,0,0,14,0,0,14,14,False,False,False
570,Bishara Mar'i Mansour,2,42,1,0,1,21,0,21,21,21,False,False,True
570,Francis Lahoud,1,20,1,0,0,20,0,0,20,20,False,False,False
570,K. John,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Brother Ibrahim,1,15,1,0,0,15,0,0,15,15,False,False,False
570,Youssef Fadlallah Salemeh,12,199,10,1,1,168,18,13,12,20,True,True,True
570,Nehad,2,18,1,0,1,6,0,12,6,12,False,False,True
570,Lebanese immigrants,2,35,1,1,0,13,22,0,13,22,False,True,False
570,Dani Al-Sibaqa,1,24,1,0,0,24,0,0,24,24,False,False,False
570,Abdo Fares,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Jamil Youssef Noah,2,28,1,0,1,9,0,19,9,19,False,False,True
570,Elias Karbaj,2,32,1,0,1,16,0,16,16,16,False,False,True
