Unnamed: 0,precision,recall,f1-score,support
Murshid Habashi,0.5701 (0.0910),0.7494 (0.1026),0.6427 (0.0839),26.0
Michel Kahwaji,0.5438 (0.2856),0.9163 (0.0762),0.6276 (0.1805),141.0
Mayor of Kfarshima,0.2513 (0.0362),0.6297 (0.2745),0.3529 (0.0813),33.0
Sohayl Tohmeh,0.4012 (0.0274),0.8359 (0.0783),0.5421 (0.0415),36.0
Shukri Kanaan,0.5687 (0.3176),0.2626 (0.1221),0.2852 (0.0981),33.0
Emily Nasrallah,0.8319 (0.1821),1.0000 (0.0000),0.8966 (0.1168),11.0
Joseph Oussani,0.9472 (0.0476),0.9677 (0.0230),0.9561 (0.0156),153.0
Father Boulos El-Mender,0.2089 (0.2245),0.2068 (0.0759),0.1704 (0.1329),20.0
Salah Tizani,0.7489 (0.2524),0.9897 (0.0075),0.8244 (0.1847),297.0
Father Elias Bassil,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),17.0
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.2964 (0.2366),0.3867 (0.2963),0.3112 (0.2217),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.3584 (0.1584),0.5973 (0.3665),0.4394 (0.2369),31.0
Toufic El Bacha,0.7794 (0.1275),0.8721 (0.0499),0.8199 (0.0906),40.0
Catherine Yazbek Al-Badawi,0.1528 (0.2161),0.2157 (0.3050),0.1789 (0.2529),17.0
Youssef Fadlallah Salemeh,0.5542 (0.2846),0.7440 (0.1932),0.5407 (0.2005),60.0
Bishop Youssef Darian,0.5321 (0.4020),0.5080 (0.3724),0.5015 (0.3550),53.0
Youssef Hanna El-Sawda,0.7134 (0.2001),0.8556 (0.1022),0.7474 (0.0869),21.0
accuracy,0.6356 (0.0203),0.6356 (0.0203),0.6356 (0.0203),0.6595228467448443
macro avg,0.4812 (0.0459),0.5334 (0.0433),0.4631 (0.0467),2473.0
weighted avg,0.6584 (0.0356),0.6356 (0.0203),0.6135 (0.0259),2473.0
