Unnamed: 0,precision,recall,f1-score,support
Salah Tizani,0.9118 (0.1009),1.0000 (0.0000),0.9508 (0.0575),297.0
Father Elias Bassil,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),17.0
Father Tobia al-Issa,0.1667 (0.2357),0.0278 (0.0393),0.0476 (0.0673),13.0
Assad Darouich Zacharias,0.1382 (0.1955),0.3333 (0.4714),0.1954 (0.2763),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.2872 (0.2181),0.6538 (0.4626),0.3955 (0.2909),31.0
Toufic El Bacha,0.7102 (0.1576),1.0000 (0.0000),0.8199 (0.1162),40.0
Catherine Yazbek Al-Badawi,0.3000 (0.4243),0.1765 (0.2496),0.2222 (0.3143),17.0
Youssef Fadlallah Salemeh,0.6270 (0.2606),0.9778 (0.0314),0.7263 (0.2209),60.0
Bishop Youssef Darian,0.5317 (0.3804),0.6030 (0.4275),0.5628 (0.3984),53.0
Youssef Hanna El-Sawda,0.5972 (0.2733),0.9441 (0.0482),0.6903 (0.1710),21.0
accuracy,0.7317 (0.0273),0.7317 (0.0273),0.7317 (0.0273),0.7658714112414072
macro avg,0.5841 (0.0330),0.6345 (0.0278),0.5731 (0.0403),2473.0
weighted avg,0.7308 (0.0147),0.7317 (0.0273),0.7082 (0.0251),2473.0
