page_id,writer,split,line_count
YAL2A_23_02r,Catherine Yazbek Al-Badawi,test,18
YAL2A_74r,Catherine Yazbek Al-Badawi,train,17
AF_282r,Mousssa Farhat Farah,train,14
TAttallah2020-095_resize,Nadim Attallah,train,26
MeM1C_04_01,Nassif Mansour,train,14
JoM_Kobayat_0074,Father Youssef Hanna,test,24
JoM_Kobayat_0117,Father Youssef Hanna,train,22
MK2A_07_20r,Michel Kahwaji,train,13
MK2A_08_01r,Michel Kahwaji,val,14
MK2A_07_06r,Michel Kahwaji,test,16
MK2A_07_19r,Michel Kahwaji,train,18
MK2A_08_04r,Michel Kahwaji,train,12
MK2A_07_04r,Michel Kahwaji,train,15
MK2A_08_03r,Michel Kahwaji,train,14
MK2A_07_08r,Michel Kahwaji,train,15
MK2A_07_10r,Michel Kahwaji,train,18
MK2A_07_05r,Michel Kahwaji,train,14
MK2A_07_01r,Michel Kahwaji,train,19
MK2A_07_16r,Michel Kahwaji,train,17
MK2A_07_15r,Michel Kahwaji,train,22
MK2A_07_21r,Michel Kahwaji,train,15
MK2A_07_11r,Michel Kahwaji,train,14
MK2A_07_07r,Michel Kahwaji,train,21
MK2A_08_02r,Michel Kahwaji,train,13
MK2A_07_02r,Michel Kahwaji,train,20
MK2A_07_18r,Michel Kahwaji,train,21
MK2A_07_13r,Michel Kahwaji,train,18
MK2A_07_17r,Michel Kahwaji,train,21
MK2A_07_09r,Michel Kahwaji,train,17
MK2A_07_03r,Michel Kahwaji,train,19
MK2A_07_12r,Michel Kahwaji,train,6
MK2A_07_14r,Michel Kahwaji,train,20
MG1_047,Maurice Gemayel,train,17
MG1_064,Maurice Gemayel,val,12
MG1_046,Maurice Gemayel,test,12
MG1_061,Maurice Gemayel,train,11
MG1_057,Maurice Gemayel,train,9
MG1_048,Maurice Gemayel,train,6
JoM_Kobayat_0082,Adib Shiha,train,24
EAK1A_188r,Dr. Abdo Harb,train,22
MG1_045_02v,Constantine Elias,train,8
MG1_050_01r,Constantine Elias,val,18
MG1_045_02r,Constantine Elias,test,20
MG1_050_02r,Constantine Elias,train,21
MG1_045_01,Constantine Elias,train,17
MG1_256v,Father Elias Abi Khair,train,26
EAK1A_158v,Father Elias Najm,test,30
EAK1A_158r,Father Elias Najm,train,23
KEllis2018-169d_1,Yousef Hobeiche,train,16
KEllis2018-166b,Yousef Hobeiche,val,25
KEllis2018-169a_1,Yousef Hobeiche,test,17
KEllis2018-139c,Yousef Hobeiche,train,21
KEllis2018-169b_1,Yousef Hobeiche,train,17
KEllis2018-139d,Yousef Hobeiche,train,24
KEllis2018-139e,Yousef Hobeiche,train,24
KEllis2018-193a,Yousef Hobeiche,train,20
KEllis2018-175a,Yousef Hobeiche,train,18
KEllis2018-166c,Yousef Hobeiche,train,17
KEllis2018-166a,Yousef Hobeiche,train,24
KEllis2018-193c,Yousef Hobeiche,train,16
KEllis2018-147e,Yousef Hobeiche,train,18
KEllis2018-169d_2,Yousef Hobeiche,train,17
KEllis2018-169c_2,Yousef Hobeiche,train,14
KEllis2018-169c_1,Yousef Hobeiche,train,14
KEllis2018-139a,Yousef Hobeiche,train,22
KEllis2018-169b_2,Yousef Hobeiche,train,17
KEllis2018-169a_2,Yousef Hobeiche,train,15
KEllis2018-139b,Yousef Hobeiche,train,22
KEllis2018-147f,Yousef Hobeiche,train,16
KEllis2018-193b,Yousef Hobeiche,train,21
KEllis2018-175b,Yousef Hobeiche,train,17
EAK1A_171_01r,Bishop Aghnathios Mbarak,train,17
EAK1A_179r,Bishop Aghnathios Mbarak,val,19
EAK1A_169v,Bishop Aghnathios Mbarak,test,18
EAK1A_170r,Bishop Aghnathios Mbarak,train,17
EAK1A_180v,Bishop Aghnathios Mbarak,train,23
EAK1A_180r,Bishop Aghnathios Mbarak,train,16
EAK1A_171_02v,Bishop Aghnathios Mbarak,train,21
EAK1A_169r,Bishop Aghnathios Mbarak,train,15
EAK1A_170v,Bishop Aghnathios Mbarak,train,17
MG1_150_02,Murshid Habashi,train,26
MG1_150_04,Murshid Habashi,val,22
MG1_150_03,Murshid Habashi,test,26
MG1_150_01,Murshid Habashi,train,22
JoM_Kobayat_1014,Father Mikhael Hanna,train,21
JoM_Kobayat_0998,Father Mikhael Hanna,val,16
JoM_Kobayat_1013,Father Mikhael Hanna,test,17
JoM_Kobayat_1015,Father Mikhael Hanna,train,17
SB2A_01r,Joseph,val,21
SB2A_01v,Joseph,train,13
EAC_B_006r,Habib,train,18
TAttallah2020-020,Yahia Mansour & Asaad Koury,train,15
YS_5H_011g,Youssef Hanna El-Sawda,train,20
YS_2F_022b,Youssef Hanna El-Sawda,val,19
YS_2F_022a,Youssef Hanna El-Sawda,test,16
YS_5H_003,Youssef Hanna El-Sawda,train,24
YS_5H_017b,Youssef Hanna El-Sawda,train,20
YS_5H_017,Youssef Hanna El-Sawda,train,21
YS_2F_022e,Youssef Hanna El-Sawda,train,17
YS_5H_004,Youssef Hanna El-Sawda,train,25
YS_2F_022c,Youssef Hanna El-Sawda,train,20
YS_5H_011f,Youssef Hanna El-Sawda,train,24
YS_2F_022d,Youssef Hanna El-Sawda,train,18
YS_5H_008,Youssef Hanna El-Sawda,train,21
YS_5H_007,Youssef Hanna El-Sawda,train,24
YS_2F_022f,Youssef Hanna El-Sawda,train,11
YS_5H_011d,Youssef Hanna El-Sawda,train,10
YS_5H_017d,Youssef Hanna El-Sawda,train,21
YS_5H_011c,Youssef Hanna El-Sawda,train,28
AR56_02_003_1,Felix Faris,train,20
AR56_01_066,Felix Faris,val,18
AR56_04_082,Felix Faris,test,21
AR56_02_002_1,Felix Faris,train,14
AR56_01_061,Felix Faris,train,26
AR56_02_016,Felix Faris,train,18
AR56_02_017,Felix Faris,train,24
AR56_04_083,Felix Faris,train,27
AR56_01_077_1,Felix Faris,train,18
AR56_01_062,Felix Faris,train,5
AR56_01_059,Felix Faris,train,12
AR56_01_064,Felix Faris,train,14
AR56_01_058,Felix Faris,train,21
AR56_02_003_2,Felix Faris,train,20
AR56_02_018,Felix Faris,train,12
AR56_03_004,Felix Faris,train,18
AR56_03_005,Felix Faris,train,20
AR56_01_078_2,Felix Faris,train,18
AR56_03_006,Felix Faris,train,19
AR56_02_002_2,Felix Faris,train,20
AR56_01_067,Felix Faris,train,18
AR56_04_084,Felix Faris,train,24
AR56_04_071,Felix Faris,train,14
AR56_01_078_1,Felix Faris,train,10
AR56_01_077_2,Felix Faris,train,14
AR56_01_060,Felix Faris,train,17
AR56_01_065,Felix Faris,train,18
BEK2A_11_02r,Youssef Ibrahim Yazbek,train,24
BEK2A_11_01r,Youssef Ibrahim Yazbek,val,20
BEK2A_11_03r,Youssef Ibrahim Yazbek,test,28
AF_296r,Elias Abdallah,train,20
QBat4L_012r,Jirjis Yuhanna Basil ,train,17
BEK1A_14_01r,Tawfiq,train,17
EAK1A_289r,Antoine Richa,train,25
YAL2A_01_01r,Rahma Raad,train,14
YAL2A_13_02,Nehme Elias Mikhail,train,12
kc0061_01_04_19210128_001,Michel Saykali,train,13
kc0061_01_03_19201109_001,Michel Saykali,val,21
kc0061_01_03_19201109_003,Michel Saykali,test,23
kc0061_01_04_19210513_001,Michel Saykali,train,15
kc0061_01_04_19210417_001,Michel Saykali,train,17
kc0061_01_04_19210223_002,Michel Saykali,train,17
kc0061_01_03_19201119_003,Michel Saykali,train,5
kc0061_01_04_19210316_004,Michel Saykali,train,18
kc0061_01_03_19201109_002,Michel Saykali,train,23
kc0061_01_04_19210223_004,Michel Saykali,train,13
kc0061_01_04_19210223_003,Michel Saykali,train,17
kc0061_01_04_19210402_001a,Michel Saykali,train,19
kc0061_01_04_19210412_001b,Michel Saykali,train,7
kc0061_01_03_19201107_001_2,Michel Saykali,train,22
kc0061_01_03_19201111_001,Michel Saykali,train,20
kc0061_01_03_19201113_002,Michel Saykali,train,23
kc0061_01_04_19210316_001,Michel Saykali,train,15
kc0061_01_04_19210512_002,Michel Saykali,train,14
kc0061_01_04_19210504_001b,Michel Saykali,train,20
kc0061_01_04_19210106_003,Michel Saykali,train,14
kc0061_01_04_19210419_001b,Michel Saykali,train,19
kc0061_01_04_19210412_001a,Michel Saykali,train,17
kc0061_01_03_19201111_002,Michel Saykali,train,22
kc0061_01_04_19210209_001a,Michel Saykali,train,13
kc0061_01_04_19210223_001,Michel Saykali,train,15
kc0061_01_04_19210106_001,Michel Saykali,train,9
kc0061_01_04_19210402_001b,Michel Saykali,train,15
kc0061_01_04_19210406_001,Michel Saykali,train,18
kc0061_01_04_19210316_002,Michel Saykali,train,18
kc0061_01_03_19201113_003,Michel Saykali,train,24
kc0061_01_04_19210209_001b,Michel Saykali,train,17
kc0061_01_03_19201119_002,Michel Saykali,train,23
kc0061_01_03_19201113_001,Michel Saykali,train,20
kc0061_01_03_19201127_001,Michel Saykali,train,21
kc0061_01_03_19201107_001_1,Michel Saykali,train,19
kc0061_01_04_19210106_002,Michel Saykali,train,16
kc0061_01_04_19210512_001,Michel Saykali,train,22
kc0061_01_03_19201111_003,Michel Saykali,train,19
kc0061_01_04_19210419_001a,Michel Saykali,train,19
kc0061_01_03_19201119_001,Michel Saykali,train,21
kc0061_01_04_19210106_004,Michel Saykali,train,13
kc0061_01_03_19201200_001a,Michel Saykali,train,28
kc0061_01_04_19210526_001,Michel Saykali,train,17
kc0061_01_03_19201109_004,Michel Saykali,train,12
kc0061_01_04_19210316_003,Michel Saykali,train,18
QAJE3G_49_16r,Negib Aboussouan,train,24
AR56_01_010,Shibli N. Damus,train,19
AR56_01_011,Shibli N. Damus,val,20
AR56_01_017,Shibli N. Damus,test,22
AR56_01_012,Shibli N. Damus,train,15
AR56_01_016,Shibli N. Damus,train,48
AR56_01_007,Shibli N. Damus,train,19
AR56_01_005,Shibli N. Damus,train,18
AR56_01_009,Shibli N. Damus,train,21
AR56_01_006,Shibli N. Damus,train,20
AR56_01_003_2,Shibli N. Damus,train,11
AR56_01_008,Shibli N. Damus,train,19
AR56_01_003_1,Shibli N. Damus,train,14
AR56_01_024,Shibli N. Damus,train,20
JoM_Kobayat_0084,Father Youssef Hanna & Father Botros Hasan,train,18
JoM_Kobayat_0143,Father Youssef Hanna & Father Botros Hasan,val,22
JoM_Kobayat_0085,Father Youssef Hanna & Father Botros Hasan,test,23
JoM_Kobayat_0351,Father Mkhayel Zreiby,train,24
JoM_Kobayat_0592,Father Mkhayel Zreiby,val,21
JoM_Kobayat_0594,Father Mkhayel Zreiby,test,25
JoM_Kobayat_0593,Father Mkhayel Zreiby,train,26
JoM_Kobayat_0350,Father Mkhayel Zreiby,train,26
JoM_Kobayat_0303,Father Mkhayel Zreiby,train,13
JoM_Kobayat_0589,Father Mkhayel Zreiby,train,18
JoM_Kobayat_0349,Father Mkhayel Zreiby,train,26
JoM_Kobayat_0590,Father Mkhayel Zreiby,train,21
TAttallah2020-038,Father Tobia al-Issa,train,12
TAttallah2020-026,Father Tobia al-Issa,val,12
TAttallah2020-023,Father Tobia al-Issa,test,13
EAK1A_003r,Habib Abi Rached,train,21
MG31_101_02,Hassan Khalil,val,31
MG31_101_03,Hassan Khalil,train,9
AF_291r,Nassar Tanios Al Samarani,train,17
TAttallah2020-039,Assad Darouich Zacharias,train,17
TAttallah2020-027b,Assad Darouich Zacharias,val,18
TAttallah2020-027a,Assad Darouich Zacharias,test,17
TAttallah2020-035,Assad Darouich Zacharias,train,17
TAttallah2020-034,Assad Darouich Zacharias,train,25
AR56_03_058,Mohammed Amin al-Husseini ,train,19
AR56_03_059,Mohammed Amin al-Husseini ,val,13
AR56_04_034,Mohammed Amin al-Husseini ,test,17
EAK1A_325r,Father Yaacoub Awad,train,19
EAK1A_364r,Father Botros Dib,train,25
JoM_Kobayat_0134,Tannous Semaan,train,16
YS_1D_070d,Jamil Youssef Noah,test,19
YS_1D_070e,Jamil Youssef Noah,train,9
YS_5H_023,Maurice Paul Sarrail,val,22
YS_5H_023a,Maurice Paul Sarrail,train,15
AR56_03_003,Ahmed Shakir alKarmi,train,15
EAK1A_326r,Wadih Salim Karam,train,21
Oussani2018-0292h_1,Joseph Oussani,train,23
Oussani2018-0292f_2,Joseph Oussani,val,23
Oussani2018-0292f_1,Joseph Oussani,test,25
Oussani2018-0292c_1,Joseph Oussani,train,25
Oussani2018-0292a_1,Joseph Oussani,train,29
Oussani2018-0292b_1,Joseph Oussani,train,25
Oussani2018-0292b_2,Joseph Oussani,train,26
Oussani2018-0292e_1,Joseph Oussani,train,26
Oussani2018-0292c_2,Joseph Oussani,train,26
Oussani2018-0292d_1,Joseph Oussani,train,24
Oussani2018-0292e_2,Joseph Oussani,train,23
Oussani2018-0292g_1,Joseph Oussani,train,23
Oussani2018-0292h_2,Joseph Oussani,train,25
Oussani2018-0292a_2,Joseph Oussani,train,27
Oussani2018-0292d_2,Joseph Oussani,train,25
Oussani2018-0292g_2,Joseph Oussani,train,25
KJoseph19040819-001,Khalil Yossuf Nader Raad,train,20
KJoseph18990827-001_1,Khalil Yossuf Nader Raad,val,18
KJoseph18990827-002_1,Khalil Yossuf Nader Raad,test,5
KJoseph19050928-002,Khalil Yossuf Nader Raad,train,27
KJoseph19040209-001,Khalil Yossuf Nader Raad,train,21
KJoseph18990913-001_2,Khalil Yossuf Nader Raad,train,19
KJoseph19020905-002,Khalil Yossuf Nader Raad,train,30
KJoseph18910818-002,Khalil Yossuf Nader Raad,train,12
KJoseph18990913-001_1,Khalil Yossuf Nader Raad,train,12
KJoseph19040819-002,Khalil Yossuf Nader Raad,train,26
KJoseph19040607-002,Khalil Yossuf Nader Raad,train,24
KJoseph18990827-002_2,Khalil Yossuf Nader Raad,train,22
KJoseph19020905-001,Khalil Yossuf Nader Raad,train,24
KJoseph18970910-001,Khalil Yossuf Nader Raad,train,22
KJoseph18910818-001,Khalil Yossuf Nader Raad,train,32
KJoseph19080319-001,Khalil Yossuf Nader Raad,train,21
KJoseph19040819-003,Khalil Yossuf Nader Raad,train,21
KJoseph18970910-002,Khalil Yossuf Nader Raad,train,10
KJoseph18990827-001_2,Khalil Yossuf Nader Raad,train,19
KJoseph19040607-001,Khalil Yossuf Nader Raad,train,21
KJoseph19030207-001,Khalil Yossuf Nader Raad,train,20
KJoseph19040819-004,Khalil Yossuf Nader Raad,train,27
YS_4A_004,Daud Barkaat,train,19
EAK1A_144_02r,Halim Khoury Saadeh,test,23
EAK1A_144_02v,Halim Khoury Saadeh,train,21
YS_1D_068,Dani Al-Sibaqa,train,24
EAK1A_146v,Najib Ayoub,val,21
EAK1A_146r,Najib Ayoub,train,19
EAC_D_051G,Elie Maroun Khalil,train,22
EAC_D_051I,Elie Maroun Khalil,val,9
EAC_D_051H,Elie Maroun Khalil,test,17
EAC_D_051F,Elie Maroun Khalil,train,21
AR56_04_037,Daoud Mujaes,train,19
AR56_04_035,Daoud Mujaes,val,18
AR56_04_038,Daoud Mujaes,test,18
AR56_04_036,Daoud Mujaes,train,21
JEH2A2_19,Habib Massoud,train,20
JEH2A2_18,Habib Massoud,val,26
JEH2A2_17,Habib Massoud,test,17
JEH2A2_20_01,Habib Massoud,train,23
JEH2A2_20_02,Habib Massoud,train,14
MUKF7I_01_027r,Mayor of Kfarshima,train,32
MUKF7I_01_023r,Mayor of Kfarshima,val,38
MUKF7I_01_024v,Mayor of Kfarshima,test,33
MUKF7I_01_027v,Mayor of Kfarshima,train,36
MUKF7I_01_021r,Mayor of Kfarshima,train,32
MUKF1B_01r,Mayor of Kfarshima,train,23
MUKF7I_01_022r,Mayor of Kfarshima,train,34
MUKF1B_01v,Mayor of Kfarshima,train,23
MUKF7I_01_024r,Mayor of Kfarshima,train,40
MUKF7I_01_022v,Mayor of Kfarshima,train,34
MUKF7I_01_019r,Mayor of Kfarshima,train,32
MUKF7I_01_021v,Mayor of Kfarshima,train,37
MUKF7I_01_023v,Mayor of Kfarshima,train,32
EAK1A_095r,Slayman al-Farkh,train,18
AR56_03_040,May Ziadeh,train,17
AR56_02_014_1,May Ziadeh,val,13
AR56_02_014_2,May Ziadeh,test,13
AR56_04_089,May Ziadeh,train,22
AR56_04_091,May Ziadeh,train,22
AR56_04_088,May Ziadeh,train,20
AR56_02_013_1,May Ziadeh,train,10
AR56_02_013_2,May Ziadeh,train,17
AR56_03_041,May Ziadeh,train,12
AR56_04_092,May Ziadeh,train,23
AR56_04_090,May Ziadeh,train,22
AR56_03_039,May Ziadeh,train,11
ES4A_03_05,Elias Sarkis,train,22
ES1D_19_02,Elias Sarkis,val,20
ES4A_04v,Elias Sarkis,test,6
ES1D_18_04,Elias Sarkis,train,23
ES1D_19_04,Elias Sarkis,train,20
ES4A_03_01,Elias Sarkis,train,17
ES1D_19_06,Elias Sarkis,train,20
ES1D_18_02,Elias Sarkis,train,24
ES1D_18_03,Elias Sarkis,train,25
ES1D_19_03,Elias Sarkis,train,18
ES4A_03_02,Elias Sarkis,train,16
ES1D_19_05,Elias Sarkis,train,20
ES4A_03_04,Elias Sarkis,train,19
ES4A_03_03,Elias Sarkis,train,9
ES1D_19_07,Elias Sarkis,train,5
ES1D_19_01,Elias Sarkis,train,22
ES4A_04r,Elias Sarkis,train,21
ES1D_18_01,Elias Sarkis,train,18
EAC_C_002r,Abd al-Khaliq Farid,test,27
EAC_C_008r,Abd al-Khaliq Farid,train,26
QBat5H_0534_01r,Estephan Adib Salloum,test,29
QBat5H_0533_01r,Estephan Adib Salloum,train,24
MUKF7I_01_026v,Shukri Kanaan,train,32
MUKF7I_01_025v,Shukri Kanaan,val,33
MUKF7I_01_026r,Shukri Kanaan,test,36
MUKF7I_01_025r,Shukri Kanaan,train,33
QBat1L_053r,Youssef Bey Al-Helou,train,15
YAL2A_24,Francis Lahoud,train,20
JoM_Kobayat_0442,Father Yousef,train,17
EAK1A_157r,Bishop Youseef El Khazen,train,22
kc0061_01_01_19121203_001a,Jerji Nicola Khattar al-Chuayri,val,18
kc0061_01_01_19121203_001b,Jerji Nicola Khattar al-Chuayri,train,11
AF_305r,Amin Farhat,train,25
AF_356r,Amin Farhat,val,20
AF_357r,Amin Farhat,test,21
JoM_Kobayat_0320,Father Boutros Chidiac,train,14
ST1A_197_14,Salah Tizani,train,16
ST1A_409_11,Salah Tizani,val,20
ST1A_409_21,Salah Tizani,test,18
ST1A_409_12,Salah Tizani,train,20
ST1A_409_17,Salah Tizani,train,19
ST1A_409_24,Salah Tizani,train,20
ST1A_197_11,Salah Tizani,train,17
ST1A_409_23,Salah Tizani,train,20
ST1A_197_13,Salah Tizani,train,17
ST1A_197_01,Salah Tizani,train,22
ST1A_197_05,Salah Tizani,train,19
ST1A_409_15,Salah Tizani,train,20
ST1A_197_21,Salah Tizani,train,16
ST1A_409_06,Salah Tizani,train,20
ST1A_409_10,Salah Tizani,train,20
ST1A_197_08,Salah Tizani,train,15
ST1A_409_01,Salah Tizani,train,20
ST1A_197_07,Salah Tizani,train,15
ST1A_197_03,Salah Tizani,train,19
ST1A_197_20,Salah Tizani,train,15
ST1A_409_09,Salah Tizani,train,19
ST1A_409_14,Salah Tizani,train,20
ST1A_197_19,Salah Tizani,train,16
ST1A_197_17,Salah Tizani,train,15
ST1A_409_04,Salah Tizani,train,20
ST1A_409_05,Salah Tizani,train,19
ST1A_197_04,Salah Tizani,train,17
ST1A_197_23,Salah Tizani,train,16
ST1A_197_18,Salah Tizani,train,16
ST1A_197_06,Salah Tizani,train,17
ST1A_197_22,Salah Tizani,train,15
ST1A_409_19,Salah Tizani,train,20
ST1A_409_02,Salah Tizani,train,20
ST1A_409_18,Salah Tizani,train,20
ST1A_409_20,Salah Tizani,train,20
ST1A_197_02,Salah Tizani,train,19
ST1A_409_03,Salah Tizani,train,20
ST1A_409_08,Salah Tizani,train,20
ST1A_409_07,Salah Tizani,train,20
ST1A_409_16,Salah Tizani,train,20
ST1A_197_12,Salah Tizani,train,16
ST1A_197_16,Salah Tizani,train,16
ST1A_197_15,Salah Tizani,train,16
ST1A_197_24,Salah Tizani,train,18
ST1A_409_22,Salah Tizani,train,20
ST1A_197_09,Salah Tizani,train,17
ST1A_409_13,Salah Tizani,train,20
ST1A_197_10,Salah Tizani,train,15
EAK1A_322r,Salim Maalouf,train,16
EAK1A_081r,Tanos Youssef Harfouche,train,20
AF_322_01r,Your son George,train,11
AF_304_04r,Your son George,val,14
AF_304_06v,Your son George,test,7
AF_304_03r,Your son George,train,13
AF_303r,Your son George,train,12
AF_304_06r,Your son George,train,15
AF_321r,Your son George,train,12
AF_304_02r,Your son George,train,13
AF_304_01r,Your son George,train,13
AF_322_02r,Your son George,train,11
AF_304_05r,Your son George,train,14
YS_4D_050,Talaat,test,17
YS_4D_050b,Talaat,train,13
YAL2A_08_02,Youssef Moussa Sadaqa,train,16
EAK1A_039r,Mary Khoury,train,15
JoM_Kobayat_0997,Muhawwel Harouh,train,16
AnF_013,Bishop Boulos Akl,train,18
AnF_014,Bishop Boulos Akl,val,16
AnF_015,Bishop Boulos Akl,test,13
JoM_Kobayat_0125,Father Botros Hasan,train,20
JoM_Kobayat_0111,Father Botros Hasan,val,19
JoM_Kobayat_0087,Father Botros Hasan,test,19
JoM_Kobayat_0154,Father Botros Hasan,train,24
JoM_Kobayat_0121,Father Botros Hasan,train,22
JoM_Kobayat_0086,Father Botros Hasan,train,24
YAL2A_40,Bishara Mar'i Mansour,val,21
YAL2A_16r,Bishara Mar'i Mansour,train,21
QBat19D_086r,Toubia Hanna Rizk & Touma Chidiac,train,17
JoM_Kobayat_0445,Maronite children of Akkar district,train,12
MeM1C_10_02,Peter the Patriarch of Antioch,train,24
Nasrallah-Al001-046b,Emily Nasrallah,train,13
Nasrallah-Al001-011a,Emily Nasrallah,val,11
Nasrallah-Al001-034i,Emily Nasrallah,test,12
Nasrallah-Al001-034p,Emily Nasrallah,train,13
Nasrallah-Al001-034n,Emily Nasrallah,train,13
Nasrallah-Al001-010a,Emily Nasrallah,train,11
Nasrallah-Al001-014e,Emily Nasrallah,train,14
Nasrallah-Al001-013g,Emily Nasrallah,train,14
Nasrallah-Al001-013c,Emily Nasrallah,train,14
Nasrallah-Al001-034k,Emily Nasrallah,train,14
Nasrallah-Al001-014b,Emily Nasrallah,train,13
Nasrallah-Al001-014d,Emily Nasrallah,train,13
Nasrallah-Al001-010m,Emily Nasrallah,train,11
Nasrallah-Al001-034q,Emily Nasrallah,train,15
Nasrallah-Al001-010f,Emily Nasrallah,train,11
Nasrallah-Al001-013b,Emily Nasrallah,train,13
Nasrallah-Al001-010b,Emily Nasrallah,train,11
Nasrallah-Al001-010h,Emily Nasrallah,train,11
Nasrallah-Al001-010k,Emily Nasrallah,train,11
Nasrallah-Al001-010n,Emily Nasrallah,train,8
Nasrallah-Al001-014g,Emily Nasrallah,train,14
Nasrallah-Al001-034j,Emily Nasrallah,train,13
Nasrallah-Al001-034f,Emily Nasrallah,train,14
Nasrallah-Al001-034e,Emily Nasrallah,train,13
Nasrallah-Al001-010l,Emily Nasrallah,train,10
Nasrallah-Al001-035c,Emily Nasrallah,train,13
Nasrallah-Al001-010i,Emily Nasrallah,train,11
Nasrallah-Al001-014h,Emily Nasrallah,train,13
Nasrallah-Al001-013d,Emily Nasrallah,train,14
Nasrallah-Al001-010g,Emily Nasrallah,train,11
Nasrallah-Al001-035b,Emily Nasrallah,train,13
Nasrallah-Al001-010j,Emily Nasrallah,train,11
Nasrallah-Al001-034h,Emily Nasrallah,train,13
Nasrallah-Al001-010e,Emily Nasrallah,train,11
Nasrallah-Al001-026a,Emily Nasrallah,train,12
Nasrallah-Al001-026b,Emily Nasrallah,train,13
Nasrallah-Al001-010c,Emily Nasrallah,train,12
Nasrallah-Al001-013f,Emily Nasrallah,train,14
Nasrallah-Al001-013e,Emily Nasrallah,train,14
Nasrallah-Al001-014f,Emily Nasrallah,train,14
