page_id,writer,split,line_count
AR56_03_057,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,14
AR56_03_076,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,5
AR56_03_018,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,13
AR56_03_036,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,17
AR56_03_032,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,17
AR56_03_030,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,16
AR56_03_019,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,5
AR56_03_033,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,11
AR56_03_065,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,3
AR56_04_088,May Ziadeh,train,20
AR56_04_089,May Ziadeh,train,22
AR56_04_090,May Ziadeh,train,22
AR56_04_091,May Ziadeh,train,22
AR56_04_092,May Ziadeh,train,23
AR56_02_013_1,May Ziadeh,val,10
AR56_02_013_2,May Ziadeh,val,17
AR56_02_014_1,May Ziadeh,val,13
AR56_02_014_2,May Ziadeh,val,13
AR56_03_039,May Ziadeh,test,11
AR56_03_040,May Ziadeh,test,17
AR56_03_041,May Ziadeh,test,12
MG1_047,Maurice Gemayel,train,17
MG1_046,Maurice Gemayel,val,12
MG1_064,Maurice Gemayel,test,12
MG1_057,Maurice Gemayel,train,9
MG1_048,Maurice Gemayel,train,6
MG1_061,Maurice Gemayel,train,11
SB1A_05r,Father Boulos El-Mender,train,16
SB1A_05v,Father Boulos El-Mender,train,17
SB_07,Father Boulos El-Mender,val,23
SB1A_09r,Father Boulos El-Mender,test,21
SB1A_04r,Father Boulos El-Mender,train,20
SB1A_02r,Father Boulos El-Mender,train,18
SB_06,Father Boulos El-Mender,train,15
SB1A_01r,Father Boulos El-Mender,train,12
SB1A_06r,Father Boulos El-Mender,train,17
SB_12,Father Boulos El-Mender,train,12
kc0066_01_01_1873diary_025,Hanna Ghayth (Juan Gait),train,10
kc0066_01_01_1873diary_026,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_027,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_028,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_029,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_030,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_031,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_032,Hanna Ghayth (Juan Gait),train,9
kc0066_01_01_1873diary_033,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_034,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_035,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_036,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_037,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_038,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_039,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_040,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_041,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_042,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_043,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_044,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_045,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_046,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_047,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_048,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_049,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_050,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_051,Hanna Ghayth (Juan Gait),train,11
kc0066_01_01_1873diary_052,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_053,Hanna Ghayth (Juan Gait),train,11
kc0066_01_01_1873diary_054,Hanna Ghayth (Juan Gait),train,12
kc0066_01_01_1873diary_055,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_056,Hanna Ghayth (Juan Gait),train,9
kc0066_01_01_1873diary_057,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_058,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_059,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_061,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_062,Hanna Ghayth (Juan Gait),train,16
kc0066_01_01_1873diary_063,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_064,Hanna Ghayth (Juan Gait),train,16
kc0066_01_01_1873diary_065,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_077,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_078,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_005,Hanna Ghayth (Juan Gait),val,12
kc0066_01_01_1873diary_006,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_007,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_008,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_009,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_010,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_011,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_012,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_013,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_014,Hanna Ghayth (Juan Gait),val,13
kc0066_01_01_1873diary_015,Hanna Ghayth (Juan Gait),val,15
kc0066_01_01_1873diary_016,Hanna Ghayth (Juan Gait),val,9
kc0066_01_01_1873diary_017,Hanna Ghayth (Juan Gait),val,13
kc0066_01_01_1873diary_018,Hanna Ghayth (Juan Gait),val,13
kc0066_01_01_1873diary_019,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_020,Hanna Ghayth (Juan Gait),val,14
kc0066_01_01_1873diary_021,Hanna Ghayth (Juan Gait),val,13
kc0066_01_01_1873diary_022,Hanna Ghayth (Juan Gait),val,13
kc0066_01_01_1873diary_164,Hanna Ghayth (Juan Gait),test,14
kc0066_01_01_1873diary_165,Hanna Ghayth (Juan Gait),test,15
kc0066_01_01_1873diary_166,Hanna Ghayth (Juan Gait),test,14
kc0066_01_01_1873diary_167,Hanna Ghayth (Juan Gait),test,14
kc0066_01_01_1873diary_168,Hanna Ghayth (Juan Gait),test,13
kc0066_01_01_1873diary_169,Hanna Ghayth (Juan Gait),test,14
kc0066_01_01_1873diary_170,Hanna Ghayth (Juan Gait),test,14
kc0066_01_01_1873diary_171,Hanna Ghayth (Juan Gait),test,13
KJoseph19020905-001,Khalil Yossuf Nader Raad,train,24
KJoseph19020905-002,Khalil Yossuf Nader Raad,train,30
KJoseph19040819-003,Khalil Yossuf Nader Raad,val,21
KJoseph19040819-004,Khalil Yossuf Nader Raad,val,27
KJoseph19040819-001,Khalil Yossuf Nader Raad,test,20
KJoseph19040819-002,Khalil Yossuf Nader Raad,test,26
KJoseph18990913-001_1,Khalil Yossuf Nader Raad,train,12
KJoseph18990913-001_2,Khalil Yossuf Nader Raad,train,19
KJoseph18910818-001,Khalil Yossuf Nader Raad,train,32
KJoseph18910818-002,Khalil Yossuf Nader Raad,train,12
KJoseph18970910-001,Khalil Yossuf Nader Raad,train,22
KJoseph18970910-002,Khalil Yossuf Nader Raad,train,10
KJoseph19040607-001,Khalil Yossuf Nader Raad,train,21
KJoseph19040607-002,Khalil Yossuf Nader Raad,train,24
KJoseph19050928-002,Khalil Yossuf Nader Raad,train,27
KJoseph18990827-001_1,Khalil Yossuf Nader Raad,train,18
KJoseph18990827-001_2,Khalil Yossuf Nader Raad,train,19
KJoseph19040209-001,Khalil Yossuf Nader Raad,train,21
KJoseph19030207-001,Khalil Yossuf Nader Raad,train,20
KJoseph18990827-002_1,Khalil Yossuf Nader Raad,train,5
KJoseph18990827-002_2,Khalil Yossuf Nader Raad,train,22
KJoseph19080319-001,Khalil Yossuf Nader Raad,train,21
MK2A_07_10r,Michel Kahwaji,train,18
MK2A_07_11r,Michel Kahwaji,train,14
MK2A_07_12r,Michel Kahwaji,train,6
MK2A_07_13r,Michel Kahwaji,train,18
MK2A_07_14r,Michel Kahwaji,train,20
MK2A_07_15r,Michel Kahwaji,train,22
MK2A_07_16r,Michel Kahwaji,train,17
MK2A_07_17r,Michel Kahwaji,train,21
MK2A_07_18r,Michel Kahwaji,train,21
MK2A_07_19r,Michel Kahwaji,train,18
MK2A_07_20r,Michel Kahwaji,train,13
MK2A_07_21r,Michel Kahwaji,train,15
MK2A_07_01r,Michel Kahwaji,val,19
MK2A_07_02r,Michel Kahwaji,val,20
MK2A_07_03r,Michel Kahwaji,val,19
MK2A_07_04r,Michel Kahwaji,val,15
MK2A_07_05r,Michel Kahwaji,val,14
MK2A_07_06r,Michel Kahwaji,test,16
MK2A_07_07r,Michel Kahwaji,test,21
MK2A_07_08r,Michel Kahwaji,test,15
MK2A_07_09r,Michel Kahwaji,test,17
MK2A_08_01r,Michel Kahwaji,train,14
MK2A_08_02r,Michel Kahwaji,train,13
MK2A_08_03r,Michel Kahwaji,train,14
MK2A_08_04r,Michel Kahwaji,train,12
AF_305r,Amin Farhat,train,25
AF_357r,Amin Farhat,val,21
AF_356r,Amin Farhat,test,20
AR56_04_082,Felix Faris,train,21
AR56_04_083,Felix Faris,train,27
AR56_04_084,Felix Faris,train,24
AR56_01_064,Felix Faris,val,14
AR56_01_065,Felix Faris,val,18
AR56_01_066,Felix Faris,val,18
AR56_01_067,Felix Faris,val,18
AR56_01_077_1,Felix Faris,test,18
AR56_01_077_2,Felix Faris,test,14
AR56_01_078_1,Felix Faris,test,10
AR56_01_078_2,Felix Faris,test,18
AR56_04_071,Felix Faris,train,14
AR56_02_002_1,Felix Faris,train,14
AR56_02_003_2,Felix Faris,train,20
AR56_03_004,Felix Faris,train,18
AR56_03_005,Felix Faris,train,20
AR56_03_006,Felix Faris,train,19
AR56_02_016,Felix Faris,train,18
AR56_02_017,Felix Faris,train,24
AR56_02_018,Felix Faris,train,12
AR56_01_060,Felix Faris,train,17
AR56_01_061,Felix Faris,train,26
AR56_01_062,Felix Faris,train,5
AR56_02_002_2,Felix Faris,train,20
AR56_02_003_1,Felix Faris,train,20
AR56_01_058,Felix Faris,train,21
AR56_01_059,Felix Faris,train,12
YAL2A_23_02r,Catherine Yazbek Al-Badawi,train,18
YAL2A_74r,Catherine Yazbek Al-Badawi,val,17
YAL2A_65_02,Catherine Yazbek Al-Badawi,test,17
YAL2A_11_02,Catherine Yazbek Al-Badawi,train,15
BEK1A_27_01r,Bechara El Khoury,train,22
BEK1A_27_01r-,Bechara El Khoury,train,16
BEK1A_27_02r,Bechara El Khoury,train,8
BEK1A_27_02r-,Bechara El Khoury,train,24
BEK2A_05_02r,Bechara El Khoury,val,26
BEK1A_02r,Bechara El Khoury,test,11
TAttallah2020-033a,Asaad Koury Tobia Attallah,train,20
TAttallah2020-037,Asaad Koury Tobia Attallah,val,12
TAttallah2020-031a,Asaad Koury Tobia Attallah,test,10
AR56_03_070,Prof. Ign. Kratchkovsky,train,21
AR56_03_071,Prof. Ign. Kratchkovsky,train,21
AR56_04_047,Prof. Ign. Kratchkovsky,val,13
AR56_04_039,Prof. Ign. Kratchkovsky,test,13
AR56_04_012,Prof. Ign. Kratchkovsky,train,12
AR56_03_080,Prof. Ign. Kratchkovsky,train,9
AR53_01_006,Ameen Rihani,train,19
AR53_01_008,Ameen Rihani,train,21
AR53_01_009,Ameen Rihani,train,24
AR53_01_010,Ameen Rihani,train,22
AR53_01_011,Ameen Rihani,train,21
AR53_01_025,Ameen Rihani,train,21
AR53_01_026,Ameen Rihani,train,22
AR53_01_027,Ameen Rihani,train,22
AR53_01_029,Ameen Rihani,train,23
AR53_01_031,Ameen Rihani,train,14
AR53_01_033,Ameen Rihani,train,20
AR53_01_034,Ameen Rihani,train,21
AR53_01_035,Ameen Rihani,train,22
AR53_01_036,Ameen Rihani,train,22
AR53_01_037,Ameen Rihani,train,21
AR53_01_038,Ameen Rihani,train,22
AR53_01_039,Ameen Rihani,train,25
AR53_01_040,Ameen Rihani,train,25
AR69_003,Ameen Rihani,val,12
AR69_004,Ameen Rihani,val,33
AR69_005,Ameen Rihani,val,20
AR69_006,Ameen Rihani,val,37
AR69_007,Ameen Rihani,val,30
AR53_02_205,Ameen Rihani,test,26
AR53_02_207,Ameen Rihani,test,26
AR53_02_209,Ameen Rihani,test,25
AR53_02_210,Ameen Rihani,test,24
AR53_02_211,Ameen Rihani,test,24
AR53_02_212,Ameen Rihani,test,24
AR53_02_213,Ameen Rihani,test,23
AR53_02_230,Ameen Rihani,test,26
AR53_02_246,Ameen Rihani,test,26
AR53_02_254,Ameen Rihani,test,24
AR53_02_262,Ameen Rihani,test,26
AR53_02_265,Ameen Rihani,test,25
AR67_004,Ameen Rihani,train,15
AR67_002,Ameen Rihani,train,20
AR67_003,Ameen Rihani,train,11
AR55_05_006,Ameen Rihani,train,19
AR55_05_007,Ameen Rihani,train,17
AR51_062,Ameen Rihani,train,14
AR51_008,Ameen Rihani,train,17
AR51_013,Ameen Rihani,train,18
YS_4D_047,Bishop Youssef Darian,train,22
YS_4C_066,Bishop Youssef Darian,val,21
YS_4C_038,Bishop Youssef Darian,test,20
YS_4D_095,Bishop Youssef Darian,train,18
YS_4D_060,Bishop Youssef Darian,train,20
YS_4C_068,Bishop Youssef Darian,train,14
YS_1E_005a,Bishop Youssef Darian,train,15
YS_4C_069,Bishop Youssef Darian,train,17
YS_4C_067,Bishop Youssef Darian,train,16
YFS2A_05_01,Youssef Fadlallah Salemeh,train,12
YFS2A_05_02,Youssef Fadlallah Salemeh,train,13
YFS2A_05_03,Youssef Fadlallah Salemeh,train,13
YFS2A_05_04,Youssef Fadlallah Salemeh,train,13
YFS2A_02_01_1,Youssef Fadlallah Salemeh,val,16
YFS2A_02_02_2,Youssef Fadlallah Salemeh,val,20
YFS2A_01r,Youssef Fadlallah Salemeh,test,17
YFS2A_01v,Youssef Fadlallah Salemeh,test,18
YFS1A_07,Youssef Fadlallah Salemeh,train,20
YFS1A_14,Youssef Fadlallah Salemeh,train,17
YFS2A_04,Youssef Fadlallah Salemeh,train,20
YFS1A_10,Youssef Fadlallah Salemeh,train,20
EAK1A_049r,Ghnatyos Mbarak,train,16
EAK1A_049v,Ghnatyos Mbarak,train,21
EAK1A_051v,Ghnatyos Mbarak,val,26
EAK1A_137r,Ghnatyos Mbarak,test,17
EAK1A_137v,Ghnatyos Mbarak,test,15
EAK1A_180r,Bishop Aghnathios Mbarak,train,16
EAK1A_180v,Bishop Aghnathios Mbarak,train,23
EAK1A_179r,Bishop Aghnathios Mbarak,val,19
EAK1A_171_01r,Bishop Aghnathios Mbarak,test,17
EAK1A_171_02v,Bishop Aghnathios Mbarak,test,21
EAK1A_169r,Bishop Aghnathios Mbarak,train,15
EAK1A_169v,Bishop Aghnathios Mbarak,train,18
EAK1A_170r,Bishop Aghnathios Mbarak,train,17
EAK1A_170v,Bishop Aghnathios Mbarak,train,17
KEllis2020-173a,Angele Ellis,train,27
KEllis2019-106a,Angele Ellis,val,10
KEllis2020-140d,Angele Ellis,test,23
KEllis2020-138b,Angele Ellis,train,15
Nasrallah-Al001-034b,Emily Nasrallah,train,13
Nasrallah-Al001-034d,Emily Nasrallah,train,13
Nasrallah-Al001-034e,Emily Nasrallah,train,13
Nasrallah-Al001-034f,Emily Nasrallah,train,14
Nasrallah-Al001-034h,Emily Nasrallah,train,13
Nasrallah-Al001-034i,Emily Nasrallah,train,12
Nasrallah-Al001-034j,Emily Nasrallah,train,13
Nasrallah-Al001-034k,Emily Nasrallah,train,14
Nasrallah-Al001-034l,Emily Nasrallah,train,14
Nasrallah-Al001-034m,Emily Nasrallah,train,13
Nasrallah-Al001-034n,Emily Nasrallah,train,13
Nasrallah-Al001-034p,Emily Nasrallah,train,13
Nasrallah-Al001-034q,Emily Nasrallah,train,15
Nasrallah-Al001-011a,Emily Nasrallah,val,11
Nasrallah-Al001-010a,Emily Nasrallah,test,11
Nasrallah-Al001-010b,Emily Nasrallah,test,11
Nasrallah-Al001-010c,Emily Nasrallah,test,12
Nasrallah-Al001-010d,Emily Nasrallah,test,11
Nasrallah-Al001-010e,Emily Nasrallah,test,11
Nasrallah-Al001-010f,Emily Nasrallah,test,11
Nasrallah-Al001-010g,Emily Nasrallah,test,11
Nasrallah-Al001-010h,Emily Nasrallah,test,11
Nasrallah-Al001-010i,Emily Nasrallah,test,11
Nasrallah-Al001-010j,Emily Nasrallah,test,11
Nasrallah-Al001-010k,Emily Nasrallah,test,11
Nasrallah-Al001-010l,Emily Nasrallah,test,10
Nasrallah-Al001-010m,Emily Nasrallah,test,11
Nasrallah-Al001-010n,Emily Nasrallah,test,8
Nasrallah-Al001-026a,Emily Nasrallah,train,12
Nasrallah-Al001-026b,Emily Nasrallah,train,13
Nasrallah-Al001-046a,Emily Nasrallah,train,13
Nasrallah-Al001-046b,Emily Nasrallah,train,13
Nasrallah-Al001-035a,Emily Nasrallah,train,13
Nasrallah-Al001-035b,Emily Nasrallah,train,13
Nasrallah-Al001-035c,Emily Nasrallah,train,13
Nasrallah-Al001-014b,Emily Nasrallah,train,13
Nasrallah-Al001-014c,Emily Nasrallah,train,13
Nasrallah-Al001-014d,Emily Nasrallah,train,13
Nasrallah-Al001-014e,Emily Nasrallah,train,14
Nasrallah-Al001-014f,Emily Nasrallah,train,14
