page_id,writer,split,line_count
KJoseph19040819-001,Khalil Yossuf Nader Raad,train,20
KJoseph19040819-002,Khalil Yossuf Nader Raad,train,26
KJoseph19040819-003,Khalil Yossuf Nader Raad,train,21
KJoseph19040819-004,Khalil Yossuf Nader Raad,train,27
KJoseph19020905-001,Khalil Yossuf Nader Raad,val,24
KJoseph19020905-002,Khalil Yossuf Nader Raad,val,30
KJoseph19040607-001,Khalil Yossuf Nader Raad,test,21
KJoseph19040607-002,Khalil Yossuf Nader Raad,test,24
KJoseph19030207-001,Khalil Yossuf Nader Raad,train,20
KJoseph19040209-001,Khalil Yossuf Nader Raad,train,21
KJoseph18970910-001,Khalil Yossuf Nader Raad,train,22
KJoseph18970910-002,Khalil Yossuf Nader Raad,train,10
KJoseph19050928-002,Khalil Yossuf Nader Raad,train,27
KJoseph18990827-001_1,Khalil Yossuf Nader Raad,train,18
KJoseph18990827-001_2,Khalil Yossuf Nader Raad,train,19
KJoseph18990827-002_1,Khalil Yossuf Nader Raad,train,5
KJoseph18990827-002_2,Khalil Yossuf Nader Raad,train,22
KJoseph18990913-001_1,Khalil Yossuf Nader Raad,train,12
KJoseph18990913-001_2,Khalil Yossuf Nader Raad,train,19
KJoseph18910818-001,Khalil Yossuf Nader Raad,train,32
KJoseph18910818-002,Khalil Yossuf Nader Raad,train,12
KJoseph19080319-001,Khalil Yossuf Nader Raad,train,21
AR56_04_071,Felix Faris,train,14
AR56_04_082,Felix Faris,train,21
AR56_04_083,Felix Faris,train,27
AR56_04_084,Felix Faris,train,24
AR56_04_088,May Ziadeh,train,20
AR56_04_089,May Ziadeh,train,22
AR56_04_090,May Ziadeh,train,22
AR56_04_091,May Ziadeh,train,22
AR56_04_092,May Ziadeh,train,23
AR56_01_058,Felix Faris,val,21
AR56_01_059,Felix Faris,val,12
AR56_01_060,Felix Faris,val,17
AR56_01_061,Felix Faris,val,26
AR56_01_062,Felix Faris,val,5
AR56_01_064,Felix Faris,val,14
AR56_01_065,Felix Faris,val,18
AR56_01_066,Felix Faris,val,18
AR56_01_067,Felix Faris,val,18
AR56_03_004,Felix Faris,test,18
AR56_03_005,Felix Faris,test,20
AR56_03_006,Felix Faris,test,19
AR56_03_039,May Ziadeh,test,11
AR56_03_040,May Ziadeh,test,17
AR56_03_041,May Ziadeh,test,12
AR56_02_016,Felix Faris,train,18
AR56_02_017,Felix Faris,train,24
AR56_02_018,Felix Faris,train,12
AR56_02_002_1,Felix Faris,train,14
AR56_02_002_2,Felix Faris,train,20
AR56_01_077_1,Felix Faris,train,18
AR56_01_077_2,Felix Faris,train,14
AR56_02_003_1,Felix Faris,train,20
AR56_02_003_2,Felix Faris,train,20
AR56_01_078_1,Felix Faris,train,10
AR56_01_078_2,Felix Faris,train,18
Oussani2018-0292a_1,Joseph Oussani,train,29
Oussani2018-0292a_2,Joseph Oussani,train,27
Oussani2018-0292b_1,Joseph Oussani,val,25
Oussani2018-0292b_2,Joseph Oussani,val,26
Oussani2018-0292c_1,Joseph Oussani,test,25
Oussani2018-0292c_2,Joseph Oussani,test,26
Oussani2018-0292d_1,Joseph Oussani,train,24
Oussani2018-0292d_2,Joseph Oussani,train,25
Oussani2018-0292g_1,Joseph Oussani,train,23
Oussani2018-0292g_2,Joseph Oussani,train,25
Oussani2018-0292h_1,Joseph Oussani,train,23
Oussani2018-0292h_2,Joseph Oussani,train,25
Oussani2018-0292e_1,Joseph Oussani,train,26
Oussani2018-0292e_2,Joseph Oussani,train,23
Oussani2018-0292f_1,Joseph Oussani,train,25
Oussani2018-0292f_2,Joseph Oussani,train,23
kc0061_01_03_19201109_001,Michel Saykali,train,21
kc0061_01_03_19201109_002,Michel Saykali,train,23
kc0061_01_03_19201109_003,Michel Saykali,train,23
kc0061_01_03_19201109_004,Michel Saykali,train,12
kc0061_01_04_19210316_001,Michel Saykali,val,15
kc0061_01_04_19210316_002,Michel Saykali,val,18
kc0061_01_04_19210316_003,Michel Saykali,val,18
kc0061_01_04_19210316_004,Michel Saykali,val,18
kc0061_01_03_19201113_001,Michel Saykali,test,20
kc0061_01_03_19201113_002,Michel Saykali,test,23
kc0061_01_03_19201113_003,Michel Saykali,test,24
kc0061_01_03_19201200_001a,Michel Saykali,train,28
kc0061_01_04_19210209_001a,Michel Saykali,train,13
kc0061_01_04_19210412_001b,Michel Saykali,train,7
kc0061_01_04_19210402_001b,Michel Saykali,train,15
kc0061_01_04_19210512_001,Michel Saykali,train,22
kc0061_01_04_19210512_002,Michel Saykali,train,14
kc0061_01_04_19210504_001b,Michel Saykali,train,20
kc0061_01_04_19210402_001a,Michel Saykali,train,19
kc0061_01_04_19210223_001,Michel Saykali,train,15
kc0061_01_04_19210223_002,Michel Saykali,train,17
kc0061_01_04_19210223_003,Michel Saykali,train,17
kc0061_01_04_19210223_004,Michel Saykali,train,13
kc0061_01_04_19210128_001,Michel Saykali,train,13
kc0061_01_04_19210106_001,Michel Saykali,train,9
kc0061_01_04_19210106_002,Michel Saykali,train,16
kc0061_01_04_19210106_003,Michel Saykali,train,14
kc0061_01_04_19210106_004,Michel Saykali,train,13
kc0061_01_04_19210209_001b,Michel Saykali,train,17
kc0061_01_04_19210513_001,Michel Saykali,train,15
kc0061_01_04_19210419_001b,Michel Saykali,train,19
kc0061_01_03_19201119_001,Michel Saykali,train,21
kc0061_01_03_19201119_002,Michel Saykali,train,23
kc0061_01_03_19201119_003,Michel Saykali,train,5
kc0061_01_03_19201111_001,Michel Saykali,train,20
kc0061_01_03_19201111_002,Michel Saykali,train,22
kc0061_01_03_19201111_003,Michel Saykali,train,19
kc0061_01_04_19210526_001,Michel Saykali,train,17
kc0061_01_04_19210419_001a,Michel Saykali,train,19
kc0061_01_04_19210412_001a,Michel Saykali,train,17
kc0061_01_04_19210406_001,Michel Saykali,train,18
kc0061_01_04_19210417_001,Michel Saykali,train,17
kc0061_01_03_19201127_001,Michel Saykali,train,21
kc0061_01_03_19201107_001_1,Michel Saykali,train,19
kc0061_01_03_19201107_001_2,Michel Saykali,train,22
EAK1A_051v,Ghnatyos Mbarak,train,26
EAK1A_049v,Ghnatyos Mbarak,val,21
EAK1A_137r,Ghnatyos Mbarak,test,17
EAK1A_137v,Ghnatyos Mbarak,train,15
EAK1A_049r,Ghnatyos Mbarak,train,16
MUKF7I_01_024r,Mayor of Kfarshima,train,40
MUKF7I_01_023r,Mayor of Kfarshima,val,38
MUKF7I_01_021v,Mayor of Kfarshima,test,37
MUKF7I_01_027v,Mayor of Kfarshima,train,36
MUKF7I_01_021r,Mayor of Kfarshima,train,32
MUKF7I_01_022r,Mayor of Kfarshima,train,34
MUKF7I_01_027r,Mayor of Kfarshima,train,32
MUKF7I_01_023v,Mayor of Kfarshima,train,32
MUKF7I_01_022v,Mayor of Kfarshima,train,34
MUKF1B_01v,Mayor of Kfarshima,train,23
MUKF7I_01_024v,Mayor of Kfarshima,train,33
MUKF7I_01_019r,Mayor of Kfarshima,train,32
MUKF1B_01r,Mayor of Kfarshima,train,23
JPK2B_42_01,Jean Philipp Kmeid,train,27
JPK2B_42_02,Jean Philipp Kmeid,train,28
JPK2B_42_03,Jean Philipp Kmeid,train,26
JPK2B_42_04,Jean Philipp Kmeid,train,23
JPK2B_78_01,Jean Philipp Kmeid,val,23
JPK2B_78_02,Jean Philipp Kmeid,val,25
JPK2B_78_03,Jean Philipp Kmeid,val,26
JPK2B_78_04,Jean Philipp Kmeid,val,26
JPK2B_40,Jean Philipp Kmeid,test,27
JPK2B_41,Jean Philipp Kmeid,test,13
JPK2B_65,Jean Philipp Kmeid,test,24
JPK2B_69_01,Jean Philipp Kmeid,train,23
JPK2B_69_02,Jean Philipp Kmeid,train,26
JPK2B_096_03,Jean Philipp Kmeid,train,25
JPK2B_096_04,Jean Philipp Kmeid,train,24
JPK2B_096_05,Jean Philipp Kmeid,train,14
JPK2B_56_01,Jean Philipp Kmeid,train,30
JPK2B_56_02,Jean Philipp Kmeid,train,12
JPK2B_53_01,Jean Philipp Kmeid,train,30
JPK2B_53_02,Jean Philipp Kmeid,train,5
JPK2B_45_01,Jean Philipp Kmeid,train,24
JPK2B_45_02,Jean Philipp Kmeid,train,10
JPK2B_57_01,Jean Philipp Kmeid,train,27
JPK2B_57_02,Jean Philipp Kmeid,train,14
EAK1A_138_01v,Botros Feghaly,train,24
EAK1A_138_02r,Botros Feghaly,val,21
EAK1A_138_01r,Botros Feghaly,test,21
KEllis2020-173a,Angele Ellis,train,27
KEllis2020-140d,Angele Ellis,val,23
KEllis2020-138b,Angele Ellis,test,15
KEllis2019-106a,Angele Ellis,train,10
TAttallah2020-034,Assad Darouich Zacharias,train,25
TAttallah2020-035,Assad Darouich Zacharias,train,17
TAttallah2020-039,Assad Darouich Zacharias,train,17
TAttallah2020-037,Asaad Koury Tobia Attallah,train,12
TAttallah2020-077,Krouger Tobia Attallah,train,26
TAttallah2020-103,Krouger Tobia Attallah,train,28
TAttallah2020-107,Krouger Tobia Attallah,train,26
TAttallah2020-130,Krouger Tobia Attallah,train,25
TAttallah2020-134,Krouger Tobia Attallah,train,28
TAttallah2020-033a,Asaad Koury Tobia Attallah,val,20
TAttallah2020-031a,Asaad Koury Tobia Attallah,test,10
TAttallah2020-094a_resize,Krouger Tobia Attallah,val,32
TAttallah2020-128c,Krouger Tobia Attallah,test,32
TAttallah2020-099a_resize,Krouger Tobia Attallah,train,29
TAttallah2020-122a,Krouger Tobia Attallah,train,31
TAttallah2020-107_resize,Krouger Tobia Attallah,train,27
TAttallah2020-132a,Krouger Tobia Attallah,train,28
TAttallah2020-132b,Krouger Tobia Attallah,train,32
TAttallah2020-105_resize,Krouger Tobia Attallah,train,28
TAttallah2020-125a,Krouger Tobia Attallah,train,29
Nasrallah-Al001-034q,Emily Nasrallah,train,15
Nasrallah-Al001-014g,Emily Nasrallah,val,14
Nasrallah-Al001-034l,Emily Nasrallah,test,14
Nasrallah-Al001-010c,Emily Nasrallah,train,12
Nasrallah-Al001-035a,Emily Nasrallah,train,13
Nasrallah-Al001-010i,Emily Nasrallah,train,11
Nasrallah-Al001-046a,Emily Nasrallah,train,13
Nasrallah-Al001-010b,Emily Nasrallah,train,11
Nasrallah-Al001-010f,Emily Nasrallah,train,11
Nasrallah-Al001-026a,Emily Nasrallah,train,12
Nasrallah-Al001-014h,Emily Nasrallah,train,13
Nasrallah-Al001-034e,Emily Nasrallah,train,13
Nasrallah-Al001-011a,Emily Nasrallah,train,11
Nasrallah-Al001-034n,Emily Nasrallah,train,13
Nasrallah-Al001-010k,Emily Nasrallah,train,11
Nasrallah-Al001-013d,Emily Nasrallah,train,14
Nasrallah-Al001-013e,Emily Nasrallah,train,14
Nasrallah-Al001-013c,Emily Nasrallah,train,14
Nasrallah-Al001-010h,Emily Nasrallah,train,11
Nasrallah-Al001-026b,Emily Nasrallah,train,13
Nasrallah-Al001-013g,Emily Nasrallah,train,14
Nasrallah-Al001-034i,Emily Nasrallah,train,12
Nasrallah-Al001-010e,Emily Nasrallah,train,11
Nasrallah-Al001-014f,Emily Nasrallah,train,14
Nasrallah-Al001-014e,Emily Nasrallah,train,14
Nasrallah-Al001-010a,Emily Nasrallah,train,11
Nasrallah-Al001-010m,Emily Nasrallah,train,11
Nasrallah-Al001-014c,Emily Nasrallah,train,13
Nasrallah-Al001-034d,Emily Nasrallah,train,13
Nasrallah-Al001-010j,Emily Nasrallah,train,11
Nasrallah-Al001-010g,Emily Nasrallah,train,11
Nasrallah-Al001-014b,Emily Nasrallah,train,13
Nasrallah-Al001-034h,Emily Nasrallah,train,13
Nasrallah-Al001-013f,Emily Nasrallah,train,14
Nasrallah-Al001-034b,Emily Nasrallah,train,13
Nasrallah-Al001-014d,Emily Nasrallah,train,13
Nasrallah-Al001-034p,Emily Nasrallah,train,13
Nasrallah-Al001-010d,Emily Nasrallah,train,11
Nasrallah-Al001-035c,Emily Nasrallah,train,13
Nasrallah-Al001-010l,Emily Nasrallah,train,10
Nasrallah-Al001-010n,Emily Nasrallah,train,8
Nasrallah-Al001-013b,Emily Nasrallah,train,13
Nasrallah-Al001-046b,Emily Nasrallah,train,13
Nasrallah-Al001-034f,Emily Nasrallah,train,14
Nasrallah-Al001-034k,Emily Nasrallah,train,14
Nasrallah-Al001-035b,Emily Nasrallah,train,13
Nasrallah-Al001-034j,Emily Nasrallah,train,13
Nasrallah-Al001-034m,Emily Nasrallah,train,13
EAK1A_140_03r,Toufiq Wehbeh,train,22
EAK1A_140_05r,Toufiq Wehbeh,val,22
EAK1A_140_04r,Toufiq Wehbeh,test,21
EAK1A_140_01r,Toufiq Wehbeh,train,17
EAK1A_140_07r,Toufiq Wehbeh,train,17
EAK1A_140_08r,Toufiq Wehbeh,train,20
EAK1A_140_06r,Toufiq Wehbeh,train,17
EAK1A_140_02r,Toufiq Wehbeh,train,21
KEllis2018-169b_1,Yousef Hobeiche,train,17
KEllis2018-169b_2,Yousef Hobeiche,train,17
KEllis2018-169d_1,Yousef Hobeiche,val,16
KEllis2018-169d_2,Yousef Hobeiche,val,17
KEllis2018-169a_1,Yousef Hobeiche,test,17
KEllis2018-169a_2,Yousef Hobeiche,test,15
KEllis2018-166b,Yousef Hobeiche,train,25
KEllis2018-166c,Yousef Hobeiche,train,17
KEllis2018-169c_1,Yousef Hobeiche,train,14
KEllis2018-169c_2,Yousef Hobeiche,train,14
KEllis2018-139c,Yousef Hobeiche,train,21
KEllis2018-193c,Yousef Hobeiche,train,16
KEllis2018-139d,Yousef Hobeiche,train,24
KEllis2018-166a,Yousef Hobeiche,train,24
KEllis2018-139a,Yousef Hobeiche,train,22
KEllis2018-175a,Yousef Hobeiche,train,18
KEllis2018-175b,Yousef Hobeiche,train,17
KEllis2018-147f,Yousef Hobeiche,train,16
KEllis2018-139e,Yousef Hobeiche,train,24
KEllis2018-139b,Yousef Hobeiche,train,22
KEllis2018-193a,Yousef Hobeiche,train,20
KEllis2018-193b,Yousef Hobeiche,train,21
KEllis2018-147e,Yousef Hobeiche,train,18
JEH2F1_30_02r,Zaghloul,train,26
JEH2F1_30_01r,Zaghloul,val,26
JEH2F1_30_04r,Zaghloul,test,26
JEH2F1_30_02v,Zaghloul,train,25
JEH2E1_30_13r,Zaghloul,train,19
JEH2E1_59_28r,Zaghloul,train,14
JEH2E1_41_01r,Zaghloul,train,16
JEH2F1_30_05,Zaghloul,train,17
JEH2E1_59_07r,Zaghloul,train,13
JEH2E1_27r,Zaghloul,train,16
JEH2E1_90_03r,Zaghloul,train,16
JEH2E1_59_06r,Zaghloul,train,13
JEH2F1_30_01v,Zaghloul,train,19
JEH2E1_24r,Zaghloul,train,15
JEH2E1_30_08r,Zaghloul,train,19
JEH2F1_30_03v,Zaghloul,train,23
JEH2E1_21_02r,Zaghloul,train,14
JEH2E1_20_04r,Zaghloul,train,17
JEH2F1_30_03r,Zaghloul,train,23
JEH2F1_30_04v,Zaghloul,train,25
JEH2E1_26r,Zaghloul,train,15
JEH2E1_21_01r,Zaghloul,train,15
JEH2E1_61_08r,Zaghloul,train,13
JEH2E1_23r,Zaghloul,train,15
JEH2E1_30_10r,Zaghloul,train,13
JEH2E1_30_15r,Zaghloul,train,20
JEH2E1_19r,Zaghloul,train,17
JEH2E1_22r,Zaghloul,train,15
MK2A_07_15r,Michel Kahwaji,train,22
MK2A_07_18r,Michel Kahwaji,val,21
MK2A_07_07r,Michel Kahwaji,test,21
MK2A_07_04r,Michel Kahwaji,train,15
MK2A_07_16r,Michel Kahwaji,train,17
MK2A_07_14r,Michel Kahwaji,train,20
MK2A_07_10r,Michel Kahwaji,train,18
MK2A_07_19r,Michel Kahwaji,train,18
MK2A_08_01r,Michel Kahwaji,train,14
MK2A_08_04r,Michel Kahwaji,train,12
MK2A_07_13r,Michel Kahwaji,train,18
MK2A_07_20r,Michel Kahwaji,train,13
MK2A_07_06r,Michel Kahwaji,train,16
MK2A_07_21r,Michel Kahwaji,train,15
MK2A_07_01r,Michel Kahwaji,train,19
MK2A_07_02r,Michel Kahwaji,train,20
MK2A_07_11r,Michel Kahwaji,train,14
MK2A_07_03r,Michel Kahwaji,train,19
MK2A_07_08r,Michel Kahwaji,train,15
MK2A_07_17r,Michel Kahwaji,train,21
MK2A_07_12r,Michel Kahwaji,train,6
MK2A_07_05r,Michel Kahwaji,train,14
MK2A_08_02r,Michel Kahwaji,train,13
MK2A_07_09r,Michel Kahwaji,train,17
MK2A_08_03r,Michel Kahwaji,train,14
YAL2A_23_02r,Catherine Yazbek Al-Badawi,train,18
YAL2A_74r,Catherine Yazbek Al-Badawi,val,17
YAL2A_65_02,Catherine Yazbek Al-Badawi,test,17
YAL2A_11_02,Catherine Yazbek Al-Badawi,train,15
MUKF4A_02_005r,Sohayl Tohmeh,train,37
MUKF4A_01_002r,Sohayl Tohmeh,val,36
MUKF4A_02_083v,Sohayl Tohmeh,test,36
MUKF4A_02_086v,Sohayl Tohmeh,train,14
MUKF4A_01_004r,Sohayl Tohmeh,train,25
MUKF4A_02_002v,Sohayl Tohmeh,train,33
MUKF4A_01_016r,Sohayl Tohmeh,train,19
MUKF4A_02_004v,Sohayl Tohmeh,train,33
MUKF4A_01_002v,Sohayl Tohmeh,train,25
MUKF4A_02_003r,Sohayl Tohmeh,train,34
MUKF4A_02_083r,Sohayl Tohmeh,train,35
MUKF4A_02_004r,Sohayl Tohmeh,train,33
MUKF4A_02_009v,Sohayl Tohmeh,train,33
MUKF4A_02_085r,Sohayl Tohmeh,train,35
MUKF4A_02_085v,Sohayl Tohmeh,train,35
MUKF4A_01_003v,Sohayl Tohmeh,train,18
MUKF4A_02_003v,Sohayl Tohmeh,train,33
MUKF4A_02_084v,Sohayl Tohmeh,train,35
MUKF4A_01_013r,Sohayl Tohmeh,train,21
MUKF4A_02_009r,Sohayl Tohmeh,train,31
MUKF4A_02_082v,Sohayl Tohmeh,train,36
MUKF4A_02_002r,Sohayl Tohmeh,train,32
MUKF4A_02_082r,Sohayl Tohmeh,train,35
MUKF4A_02_086r,Sohayl Tohmeh,train,36
MUKF4A_01_003r,Sohayl Tohmeh,train,27
MUKF4A_01_025r,Sohayl Tohmeh,train,19
MUKF4A_02_005v,Sohayl Tohmeh,train,30
MUKF4A_02_084r,Sohayl Tohmeh,train,32
HM1B_10_20r,Hanna Moussa,train,27
HM1B_10_06r,Hanna Moussa,val,25
HM1B_10_04v,Hanna Moussa,test,25
HM1B_04_10v,Hanna Moussa,train,22
HM1B_04_04r,Hanna Moussa,train,20
HM1B_10_03r,Hanna Moussa,train,23
HM1B_04_11v,Hanna Moussa,train,22
HM1B_10_19v,Hanna Moussa,train,24
HM1B_04_06r,Hanna Moussa,train,21
HM1B_10_23r,Hanna Moussa,train,19
HM1B_04_11r,Hanna Moussa,train,21
HM1B_10_25r,Hanna Moussa,train,21
HM1B_04_12v,Hanna Moussa,train,17
HM1B_10_24v,Hanna Moussa,train,25
HM1B_04_14v,Hanna Moussa,train,21
HM1B_10_07r,Hanna Moussa,train,17
HM1B_04_12r,Hanna Moussa,train,18
HM1B_10_04r,Hanna Moussa,train,20
HM1B_10_29v,Hanna Moussa,train,21
HM1B_04_08v,Hanna Moussa,train,19
HM1B_10_06v,Hanna Moussa,train,22
HM1B_10_02v,Hanna Moussa,train,25
HM1B_04_07v,Hanna Moussa,train,20
HM1B_10_05r,Hanna Moussa,train,25
HM1B_10_05v,Hanna Moussa,train,24
HM1B_04_09r,Hanna Moussa,train,21
HM1B_04_06v,Hanna Moussa,train,20
HM1B_04_13v,Hanna Moussa,train,20
HM1B_10_03v,Hanna Moussa,train,24
HM1B_10_26r,Hanna Moussa,train,19
HM1B_10_07v,Hanna Moussa,train,21
HM1B_04_13r,Hanna Moussa,train,22
HM1B_04_07r,Hanna Moussa,test,19
HM1B_04_14r,Hanna Moussa,train,20
HM1B_10_23v,Hanna Moussa,test,22
HM1B_10_20v,Hanna Moussa,train,24
HM1B_04_10r,Hanna Moussa,test,20
HM1B_04_15r,Hanna Moussa,train,21
HM1B_04_09v,Hanna Moussa,test,17
HM1B_04_08r,Hanna Moussa,train,18
HM1B_10_22r,Hanna Moussa,test,24
EAK1A_180v,Bishop Aghnathios Mbarak,train,23
EAK1A_171_02v,Bishop Aghnathios Mbarak,val,21
EAK1A_179r,Bishop Aghnathios Mbarak,test,19
EAK1A_170v,Bishop Aghnathios Mbarak,train,17
EAK1A_170r,Bishop Aghnathios Mbarak,test,17
EAK1A_171_01r,Bishop Aghnathios Mbarak,train,17
EAK1A_180r,Bishop Aghnathios Mbarak,test,16
EAK1A_169v,Bishop Aghnathios Mbarak,train,18
EAK1A_169r,Bishop Aghnathios Mbarak,test,15
YS_4C_038,Bishop Youssef Darian,train,20
YS_4C_066,Bishop Youssef Darian,train,21
YS_4C_067,Bishop Youssef Darian,train,16
YS_4C_068,Bishop Youssef Darian,train,14
YS_4C_069,Bishop Youssef Darian,train,17
YS_4D_047,Bishop Youssef Darian,val,22
YS_4D_060,Bishop Youssef Darian,val,20
YS_4D_095,Bishop Youssef Darian,val,18
YS_1E_005a,Bishop Youssef Darian,test,15
TAttallah2020-027b,Assad Darouich Zacharias,val,18
TAttallah2020-027a,Assad Darouich Zacharias,test,17
MUKF7I_01_026r,Shukri Kanaan,train,36
MUKF7I_01_025r,Shukri Kanaan,val,33
MUKF7I_01_025v,Shukri Kanaan,test,33
MUKF7I_01_026v,Shukri Kanaan,test,32
2015 5-07b El-Khouri_Letter to Joseph from Lebanon Dec17 1959_2_1,Your nephew Maroun,train,16
2015 5-07b El-Khouri_Letter to Joseph from Lebanon Dec17 1959_2_2,Your nephew Maroun,train,13
2015 5-09b El-Khouri_Letter to Joseph from Lebanon Dec21 1960_2,Your nephew Maroun,val,20
2015 5-07 El-Khouri_Letter to Joseph from Lebanon Dec17 1959_1,Your nephew Maroun,test,19
AF_305r,Amin Farhat,train,25
AF_357r,Amin Farhat,val,21
AF_356r,Amin Farhat,test,20
MG1_050_02r,Constantine Elias,train,21
MG1_045_02r,Constantine Elias,val,20
MG1_050_01r,Constantine Elias,test,18
MG1_045_02v,Constantine Elias,test,8
MG1_045_01,Constantine Elias,test,17
AR56_02_013_1,May Ziadeh,val,10
AR56_02_013_2,May Ziadeh,val,17
AR56_02_014_1,May Ziadeh,test,13
AR56_02_014_2,May Ziadeh,test,13
SB_06,Father Boulos El-Mender,train,15
SB_07,Father Boulos El-Mender,train,23
SB_12,Father Boulos El-Mender,train,12
SB1A_09r,Father Boulos El-Mender,val,21
SB1A_04r,Father Boulos El-Mender,test,20
SB1A_01r,Father Boulos El-Mender,test,12
SB1A_05v,Father Boulos El-Mender,test,17
SB1A_02r,Father Boulos El-Mender,train,18
SB1A_05r,Father Boulos El-Mender,test,16
SB1A_06r,Father Boulos El-Mender,train,17
BEK2A_05_02r,Bechara El Khoury,train,26
BEK1A_27_02r-,Bechara El Khoury,val,24
BEK1A_27_01r,Bechara El Khoury,test,22
BEK1A_02r,Bechara El Khoury,test,11
BEK1A_27_02r,Bechara El Khoury,train,8
BEK1A_27_01r-,Bechara El Khoury,test,16
EAC_A_039_049r,Elias Abu Shabaki,train,19
EAC_A_039_065r,Elias Abu Shabaki,val,18
EAC_A_039_064r,Elias Abu Shabaki,test,17
EAC_A_039_062r,Elias Abu Shabaki,train,16
EAC_A_039_060r,Elias Abu Shabaki,test,16
EAC_A_039_063r,Elias Abu Shabaki,train,17
EAC_A_039_059r,Elias Abu Shabaki,test,16
