Unnamed: 0,precision,recall,f1-score,support
Botros Feghaly,0.5731 (0.4119),0.4226 (0.3254),0.4840 (0.3602),24.0
Toufiq Wehbeh,0.9264 (0.0898),0.8773 (0.0776),0.8964 (0.0562),21.0
Bishop Mkhayel Akhrass,0.5160 (0.1564),0.8095 (0.2694),0.5880 (0.1568),17.0
George Saad,0.8708 (0.0494),0.6542 (0.0825),0.7444 (0.0640),38.0
Bishop Aghnathios Mbarak,0.6389 (0.0671),0.7982 (0.1564),0.6931 (0.0326),15.0
Fathallah Khoury,0.7037 (0.4190),0.5571 (0.3646),0.6164 (0.3820),14.0
Elias Sarkis,0.4523 (0.1241),0.9280 (0.0528),0.5968 (0.1160),20.0
Fouad Chehab,0.9965 (0.0050),0.9771 (0.0195),0.9866 (0.0101),11.0
Hanna Moussa,0.8920 (0.1048),0.9945 (0.0078),0.9368 (0.0576),25.0
Habib Massoud,0.3453 (0.2870),0.6667 (0.4714),0.4418 (0.3395),26.0
Zaghloul,0.9776 (0.0239),0.9961 (0.0054),0.9866 (0.0117),25.0
Father Youhanna Habib Baysari,0.9170 (0.0634),0.8816 (0.0550),0.8958 (0.0255),23.0
Mkhayel Daher,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),24.0
Father Youssef Hanna & Father Botros Hasan,0.0867 (0.1226),0.1884 (0.2664),0.1187 (0.1679),23.0
Father Botros Hasan,0.5037 (0.2351),0.6594 (0.3190),0.5667 (0.2648),19.0
Father Youssef Hajj,0.3333 (0.4714),0.0476 (0.0673),0.0833 (0.1179),21.0
Father Mkhayel Zreiby,0.4402 (0.2870),0.7379 (0.2112),0.5302 (0.2690),39.0
Father Mikhael Hanna,0.2667 (0.3771),0.1616 (0.2286),0.2013 (0.2846),33.0
Jean Philipp Kmeid,0.7976 (0.1783),0.9092 (0.1057),0.8304 (0.1052),27.0
Michel Saykali,0.6194 (0.0725),1.0000 (0.0000),0.7624 (0.0570),14.0
Hanna Ghayth (Juan Gait),0.6298 (0.2593),0.9722 (0.0393),0.7256 (0.2010),13.0
Yousef Hobeiche,0.6690 (0.1655),0.8320 (0.1179),0.7148 (0.0384),17.0
Angele Ellis,0.4931 (0.3537),0.1852 (0.2117),0.2460 (0.2594),27.0
Khalil Yossuf Nader Raad,0.6056 (0.1870),0.9512 (0.0374),0.7278 (0.1433),22.0
Mansour Eid,0.8873 (0.0502),0.8315 (0.2382),0.8308 (0.1261),93.0
Mkhayel Meneem,1.0000 (0.0000),0.8267 (0.0680),0.9036 (0.0400),25.0
Constantine Elias,0.8754 (0.0888),0.9304 (0.0218),0.8987 (0.0353),17.0
Maurice Gemayel,0.8675 (0.0973),0.7929 (0.1149),0.8158 (0.0391),11.0
Murshid Habashi,0.8979 (0.0515),0.8531 (0.0618),0.8725 (0.0358),26.0
Michel Kahwaji,0.5572 (0.1957),0.9905 (0.0134),0.6921 (0.1520),141.0
Mayor of Kfarshima,0.3286 (0.0389),0.6499 (0.2697),0.4224 (0.0804),33.0
Sohayl Tohmeh,0.5706 (0.1001),0.9579 (0.0492),0.7068 (0.0602),36.0
Shukri Kanaan,0.5344 (0.2183),0.2626 (0.1169),0.3162 (0.0858),33.0
Emily Nasrallah,0.9444 (0.0393),1.0000 (0.0000),0.9710 (0.0205),11.0
Joseph Oussani,0.9712 (0.0363),0.9665 (0.0429),0.9675 (0.0186),153.0
Father Boulos El-Mender,0.2796 (0.3954),0.1171 (0.1656),0.1651 (0.2335),20.0
Salah Tizani,0.8736 (0.1014),0.9966 (0.0027),0.9277 (0.0576),297.0
Father Elias Bassil,0.0333 (0.0471),0.0278 (0.0393),0.0303 (0.0429),17.0
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.1869 (0.1768),0.3545 (0.3458),0.2446 (0.2340),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.3036 (0.1956),0.5263 (0.3627),0.3728 (0.2392),31.0
Toufic El Bacha,0.7729 (0.2181),1.0000 (0.0000),0.8529 (0.1543),40.0
Catherine Yazbek Al-Badawi,0.3452 (0.3091),0.3333 (0.3912),0.3258 (0.3496),17.0
Youssef Fadlallah Salemeh,0.4901 (0.2663),0.8603 (0.0991),0.5552 (0.2450),60.0
Bishop Youssef Darian,0.6148 (0.4356),0.5842 (0.4165),0.5973 (0.4226),53.0
Youssef Hanna El-Sawda,0.6890 (0.2119),0.9108 (0.0645),0.7658 (0.1275),21.0
accuracy,0.7060 (0.0322),0.7060 (0.0322),0.7060 (0.0322),0.7484836231298019
macro avg,0.5627 (0.0670),0.6164 (0.0549),0.5542 (0.0670),2473.0
weighted avg,0.7126 (0.0358),0.7060 (0.0322),0.6840 (0.0380),2473.0
