Unnamed: 0,precision,recall,f1-score,support
Assad Darouich Zacharias,0.3380 (0.1651),0.6471 (0.2086),0.3969 (0.0906),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.4048 (0.1213),0.7829 (0.2803),0.5317 (0.1694),31.0
Toufic El Bacha,0.8101 (0.2211),1.0000 (0.0000),0.8768 (0.1493),40.0
Catherine Yazbek Al-Badawi,0.5556 (0.4157),0.3333 (0.3912),0.3792 (0.4032),17.0
Youssef Fadlallah Salemeh,0.6451 (0.2727),0.6909 (0.1676),0.5934 (0.1308),60.0
Bishop Youssef Darian,0.5734 (0.4133),0.6030 (0.4275),0.5843 (0.4141),53.0
Youssef Hanna El-Sawda,0.8683 (0.1252),0.9441 (0.0482),0.8960 (0.0514),21.0
accuracy,0.7206 (0.0155),0.7206 (0.0155),0.7206 (0.0155),0.7302871006874242
macro avg,0.5670 (0.0470),0.6179 (0.0311),0.5557 (0.0380),2473.0
weighted avg,0.7244 (0.0178),0.7206 (0.0155),0.6997 (0.0122),2473.0
