Unnamed: 0,precision,recall,f1-score,support
Elias Sarkis,0.4698 (0.0351),0.8644 (0.0342),0.6086 (0.0376),20.0
Fouad Chehab,1.0000 (0.0000),0.9507 (0.0390),0.9743 (0.0204),11.0
Hanna Moussa,0.8442 (0.1294),0.9790 (0.0297),0.8993 (0.0666),25.0
Habib Massoud,0.5004 (0.3669),0.6410 (0.4544),0.5601 (0.4028),26.0
Zaghloul,0.9794 (0.0249),0.9750 (0.0354),0.9765 (0.0175),25.0
Father Youhanna Habib Baysari,0.9804 (0.0277),0.7344 (0.0985),0.8364 (0.0669),23.0
Mkhayel Daher,0.0175 (0.0248),0.0139 (0.0196),0.0155 (0.0219),24.0
Father Youssef Hanna & Father Botros Hasan,0.1667 (0.2357),0.0435 (0.0615),0.0690 (0.0975),23.0
Father Botros Hasan,0.4955 (0.1786),0.7390 (0.1696),0.5861 (0.1687),19.0
Father Youssef Hajj,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Father Mkhayel Zreiby,0.5143 (0.2298),0.7308 (0.0894),0.5800 (0.1610),39.0
Father Mikhael Hanna,0.3333 (0.4714),0.1212 (0.1714),0.1778 (0.2514),33.0
Jean Philipp Kmeid,0.6646 (0.1992),0.9873 (0.0179),0.7742 (0.1541),27.0
Michel Saykali,0.5260 (0.1563),1.0000 (0.0000),0.6762 (0.1297),14.0
Hanna Ghayth (Juan Gait),0.6947 (0.0820),1.0000 (0.0000),0.8171 (0.0568),13.0
Yousef Hobeiche,0.6001 (0.2314),0.8743 (0.0785),0.6906 (0.1627),17.0
Angele Ellis,0.2955 (0.2618),0.0988 (0.1145),0.1443 (0.1606),27.0
Khalil Yossuf Nader Raad,0.3255 (0.0807),0.9848 (0.0214),0.4836 (0.0922),22.0
Mansour Eid,0.9014 (0.0986),0.7990 (0.2256),0.8203 (0.1334),93.0
Mkhayel Meneem,0.9697 (0.0214),0.8667 (0.0377),0.9152 (0.0305),25.0
Constantine Elias,0.7506 (0.0560),0.7912 (0.1851),0.7619 (0.1072),17.0
Maurice Gemayel,0.2594 (0.1853),0.3737 (0.2781),0.3054 (0.2211),11.0
Murshid Habashi,0.7661 (0.0998),0.7238 (0.0593),0.7419 (0.0702),26.0
Michel Kahwaji,0.5392 (0.2435),0.9787 (0.0301),0.6602 (0.1827),141.0
Mayor of Kfarshima,0.2208 (0.1100),0.5461 (0.3578),0.3104 (0.1694),33.0
Sohayl Tohmeh,0.6077 (0.1241),0.8561 (0.0790),0.7069 (0.1054),36.0
Shukri Kanaan,0.5968 (0.2920),0.3838 (0.1270),0.4021 (0.0643),33.0
Emily Nasrallah,1.0000 (0.0000),1.0000 (0.0000),1.0000 (0.0000),11.0
Joseph Oussani,0.9950 (0.0036),0.9956 (0.0062),0.9953 (0.0040),153.0
Father Boulos El-Mender,0.2302 (0.2339),0.3216 (0.2469),0.2218 (0.1793),20.0
Salah Tizani,0.8452 (0.1268),0.9884 (0.0119),0.9053 (0.0752),297.0
Father Elias Bassil,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),17.0
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.3261 (0.0551),0.4031 (0.2303),0.2983 (0.1170),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.3376 (0.0841),0.7378 (0.3180),0.4545 (0.1432),31.0
Toufic El Bacha,0.8124 (0.0243),0.9387 (0.0307),0.8708 (0.0238),40.0
Catherine Yazbek Al-Badawi,0.1667 (0.2357),0.1961 (0.2773),0.1802 (0.2548),17.0
Youssef Fadlallah Salemeh,0.5391 (0.2574),0.7334 (0.1342),0.5524 (0.1732),60.0
Bishop Youssef Darian,0.5358 (0.3981),0.5912 (0.4281),0.5483 (0.3886),53.0
Youssef Hanna El-Sawda,0.7903 (0.1442),0.9106 (0.0690),0.8323 (0.0541),21.0
accuracy,0.6751 (0.0135),0.6751 (0.0135),0.6751 (0.0135),0.6906591184795795
macro avg,0.5077 (0.0322),0.5592 (0.0325),0.4926 (0.0385),2473.0
weighted avg,0.6784 (0.0209),0.6751 (0.0135),0.6494 (0.0151),2473.0
